id,title,body_len,T3_rank,T3_S_scale,T3_S_score
20179824,"

কেমন হওয়া উচিৎ হাফেজদের তারাবির প্রস্তুতি
",1554,1.0,1.0,100.0
20182014,"

বাংলাদেশের জাতীয় নির্বাচন নিয়ে ইইউর পূর্ণাঙ্গ প্রতিবেদনে যা বলা হয়েছে
",1338,2.0,0.8595578673602081,85.95578673602081
20182079,"

শিক্ষালয়ে অনৈতিকতার চর্চা
",1309,3.0,0.840702210663199,84.07022106631989
20173928,"

শিক্ষালয়ে অনৈতিকতার চর্চা
",1307,4.0,0.8394018205461639,83.94018205461639
20047184,সামাজিক হতে হতে অসামাজিকের পথে,1234,5.0,0.7919375812743823,79.19375812743823
20179353,"

অর্থনৈতিক মুক্তির জন্য জাকাতভিত্তিক সমাজব্যবস্থা প্রতিষ্ঠা করতে হবে : অধ্যাপক মুজিবুর রহমান
",1217,6.0,0.7808842652795839,78.08842652795839
20046840,লিভ টুগেদার করতে বিয়ে অতঃপর...,1183,7.0,0.758777633289987,75.87776332899871
20047118,সারা দেশে আন্তর্জাতিক নারী দিবস উদ্যাপন,1153,8.0,0.7392717815344604,73.92717815344604
20046569,ওরা বেপরোয়া তবে...,1097,9.0,0.7028608582574772,70.28608582574772
20179507,"

একীভূতকরণের নামে দুর্বল ব্যাংক পুনর্বাসন
",1097,9.0,0.7028608582574772,70.28608582574772
20173923,"

 একীভূতকরণের নামে দুর্বল ব্যাংক পুনর্বাসন
",1094,11.0,0.7009102730819246,70.09102730819245
20222835,"

প্রধান বিচারপতির হস্তক্ষেপে সুপ্রিম কোর্ট বারে পুনরায় নির্বাচন দাবি
",1039,12.0,0.665149544863459,66.5149544863459
20173875,"

   ইসলামের দৃষ্টিতে সমাজসেবা
",1007,13.0,0.6443433029908973,64.43433029908972
20046570,বাংলাদেশের নির্বাচন নিয়ে ইইউ’র চূড়ান্ত মূল্যায়ন,967,14.0,0.618335500650195,61.8335500650195
20046590,ফুটপাথ থেকে আজাদ প্রোডাক্টস এবং ...,947,15.0,0.6053315994798439,60.533159947984394
20044818,ভোট গণনা ছাড়াই সম্পাদক পদে জয়ী ঘোষণা,937,16.0,0.5988296488946684,59.88296488946684
20046839,পুরো ব্যবস্থা ভেঙে পড়েছে,906,17.0,0.5786736020806242,57.86736020806242
20179830,"

চাকরির লোভে ভারতের মুসলিম যুবকের করুণ পরিণতি
",905,18.0,0.5780234070221066,57.802340702210664
20046523,উদ্যোক্তার আড়ালে ভয়ঙ্কর নারী শিকারি আজিজ,868,19.0,0.5539661898569571,55.39661898569571
