id,title,body_len,T3_rank,T3_S_scale,T3_S_score
20186698,"

কেমন ছিল পাকিস্তানের নবনির্বাচিত প্রধানমন্ত্রীর রাজনৈতিক জার্নি?
",2258,1.0,1.0,100.0
20186016,"

অর্থনীতির সঙ্কট কাটাতে বেসরকারি সেক্টর
",1397,2.0,0.6133812303547374,61.338123035473735
20185447,"

অর্থনীতির সঙ্কট কাটাতে বেসরকারি সেক্টর
",1393,3.0,0.611585092052088,61.1585092052088
20185831,"

ফলের বাজারে আগুন
",1175,4.0,0.513695554557701,51.3695554557701
20186760,"

বিদেশী কূটনীতিকদের উপস্থিতিতে আদালতে ড. ইউনূসকে ঘিরে দিনভর নাটকীয়তা
",1143,5.0,0.4993264481365065,49.932644813650654
20186170,"

বিশ্ব বাজারে এ বছর কেমন যাবে তেল-গ্যাসের দাম!
",1123,6.0,0.49034575662325997,49.034575662326
20046010,"শহরের বাতাসে লাশের পোড়া গন্ধ, দায় কার?",1121,7.0,0.48944768747193534,48.944768747193535
20186378,"

আল্লামা লুৎফুর রহমানের ইন্তেকাল
",1081,8.0,0.4714863044454423,47.14863044454423
20046007,"বলপ্রয়োগের দায়, প্রতিবাদের দাম",1038,9.0,0.4521778176919623,45.21778176919623
20186468,"

রাজউকসহ সংশ্লিষ্ট সংস্থাগুলোর গাফিলতির কারণেই বার বার আগুনের ঘটনা
",1033,10.0,0.44993264481365064,44.99326448136507
20045931,রাজউক পরিদর্শককে ম্যানেজ করেই চলছে সব,998,11.0,0.4342164346654692,43.421643466546925
20045929,টাইম বোমায় ভাসছে ঢাকা,961,12.0,0.4176021553659632,41.76021553659632
20186030,"

শামীমদের হাত ধরেই তৃপ্তির ভোর হবে
",960,13.0,0.41715312079030087,41.715312079030085
20185454,"

শামীমদের হাত ধরেই তৃপ্তির ভোর হবে
",957,14.0,0.4158060170633139,41.580601706331386
20185376,"

ব্যবসায়-বাণিজ্যে ইসলামী নীতিমালা 
",931,15.0,0.4041311180960934,40.41311180960934
20188725,"

ইসলামে বাবা-মায়ের সম্মান
",907,16.0,0.3933542882801976,39.33542882801976
20045930,ধানমণ্ডির ৫ ভবনে ৯২ রেস্তরাঁ,841,17.0,0.36371800628648404,36.3718006286484
20185758,"
বেইলি রোডের আগুন  
নিহত ৪৪ জনের লাশ হস্তান্তর চিকিৎসাধীন ৫ জন শঙ্কামুক্ত নন
",820,18.0,0.3542882801975752,35.42882801975752
20186384,"

সম্পদের পবিত্রতা অর্জনের সর্বোত্তম পন্থা যাকাত : অধ্যাপক মুজিবুর রহমান
",819,19.0,0.3538392456219129,35.38392456219129
20185938,"
কক্সবাজারে ১০ মার্চ পর্যন্ত রুম খালি নেই  
সৈকতে পর্যটকদের উপচে পড়া ভিড়
",811,20.0,0.3502469690166143,35.02469690166143
20185952,"
সেমিনারে বিশিষ্টজনরা 
বর্তমান শিক্ষাব্যবস্থা সংস্কার না হলে নতুন প্রজন্ম দিল্লির গোলাম হবে
",768,21.0,0.33093848226313427,33.093848226313426
20185732,"

  জাতীয় সংসদ নির্বাচনকেন্দ্রিক সহিংসতা এখনো অব্যাহত
",764,22.0,0.329142343960485,32.9142343960485
20188782,"

এনআইডির ‘বৃষ্টি খাতুন’ নামের সংশোধন চেয়ে আবেদন করেছিলেন অভিশ্রুতি
লাশ এখনো ঢামেক মর্গে, যা জানা গেল সরেজমিনে
",743,23.0,0.3197126178715761,31.971261787157612
20188536,"

রাজস্থানে মদের দোকান বন্ধের পক্ষে-বিপক্ষে ভোট গ্রহণ
",733,24.0,0.31522227211495285,31.522227211495284
20185784,"

  দ্রব্যমূল্যের নিয়ন্ত্রণ নিয়ে চ্যালেঞ্জের মুখে আ’লীগ
",732,25.0,0.31477323753929054,31.477323753929053
20186767,"

কৃষ্ণনগরের সভা থেকেও তৃণমূলকে আক্রমণ মোদির
",723,26.0,0.3107319263583296,31.073192635832957
20045933,বেঁচে ফেরাদের মুখে ভয়াবহ বর্ণনা,723,26.0,0.3107319263583296,31.073192635832957
20185653,"

যেমন হলো বিপিএল
",712,28.0,0.305792546026044,30.5792546026044
20046011,"ঢাকা যেন বিপদমগ্ন, হাহাকারে আকীর্ণ এক ট্র্যাজেডির শহর!",711,29.0,0.3053435114503817,30.53435114503817
20186203,"

এক মামলায় ড. ইউনূসের জামিন আরেকটির মেয়াদ বাড়ল
",681,30.0,0.2918724741805119,29.187247418051186
20045910,দুদকের মামলায় জামিন চাইতে আদালতে ড. ইউনূস,661,31.0,0.2828917826672654,28.289178266726537
20185875,"

রিজার্ভ আবারো কমছে
চলতি সপ্তাহেই আকুর দায় পরিশোধে যাবে ১.৩ বিলিয়ন
",658,32.0,0.2815446789402784,28.15446789402784
20046009,কে কাদঁবে কার জন্য?,656,33.0,0.2806466097889537,28.064660978895372
20185789,"
মামলা ও নির্যাতনের পরও উজ্জীবিত নেতাকর্মী 
ঢাকার দুই মহানগরে নজর বিএনপির
",652,34.0,0.27885047148630443,27.88504714863044
20045937,সাবলেটে ভাড়া নিয়ে স্বামী-স্ত্রীর শিশু অপহরণের মিশন,646,35.0,0.2761562640323305,27.61562640323305
20186144,"

অর্থ আত্মসাৎ মামলায় জামিন চাইলেন ড. ইউনূস
",625,36.0,0.26672653794342166,26.672653794342168
20045946,স্টেডিয়ামের গ্যালারির সিঁড়ি ‘কষ্টের সাক্ষী’ সাইফউদ্দিনের,624,37.0,0.2662775033677593,26.62775033677593
20046949,বিদেশে সম্পদ থাকার বিষয় স্বীকার করলেন সাবেক ভূমিমন্ত্রী,609,38.0,0.2595419847328244,25.954198473282442
20045935,সিলেটে প্রতিমন্ত্রীর সংবর্ধনায় ছাত্রলীগ কর্মীদের ভাঙচুর,599,39.0,0.25505163897620114,25.505163897620115
20045928,"তিনি আমাকে খুব ঘৃণা করেন, আমি জনগণের মধ্যে খুব জনপ্রিয়",590,40.0,0.25101032779524024,25.101032779524026
20045999,আগামীবারও সোহ্‌রাওয়ার্দীতেই ফিরতে চান প্রকাশকরা,589,41.0,0.25056129321957793,25.056129321957794
