id,title,body_len,T3_rank,T3_S_scale,T3_S_score
20187596,"

দ. কোরিয়ার নারীরা কেন সন্তান জন্ম দিচ্ছেন না
",2059,1.0,1.0,100.0
20187725,"
বেইলি রোডে অগ্নিকাণ্ড : এখনো আটকে আছে বৃষ্টি খাতুনের লাশ 
‘আর কী প্রমাণ দিতে হবে? ও আমার মেয়ে, ও মুসলিম’
",1422,2.0,0.6872852233676976,68.72852233676976
20187890,"

মস্তিষ্কের মারাত্মক ক্ষতি হচ্ছে যে ১১ কারণে
",1387,3.0,0.6701030927835051,67.0103092783505
20188318,"

লাক্ষাদ্বীপে ভারতের দ্বিতীয় সামরিক নৌঘাঁটি কি মালদ্বীপকে মাথায় রেখেই?
",1184,4.0,0.570446735395189,57.0446735395189
20185214,"

হিদায়াতুল কুরআন
",1112,5.0,0.5351006381934217,53.51006381934217
20187459,"

দুদকের মামলায় জামিন পেলেন ড. ইউনূস
মেয়াদ বাড়ল শ্রম আইন মামলায়ও
",1103,6.0,0.5306823760432008,53.06823760432008
20046933,'থার্ড আই' দিয়ে ভারতের পররাষ্ট্র নীতি পরখ করে দেখছে মিউনিখ,1101,7.0,0.5297005400098184,52.97005400098184
20032579,"কক্সবাজার এক্সপ্রেসের টিকিট, সে এক বিরাট ইতিহাস",1091,8.0,0.5247913598429063,52.47913598429063
20046054,মজুত-মূল্যবৃদ্ধি রোধে ডিসিদের নির্দেশ দিলেন প্রধানমন্ত্রী,1091,8.0,0.5247913598429063,52.47913598429063
20046923,পাকিস্তানে স্থিতিশীলতা আসবে কবে?,1076,10.0,0.5174275895925381,51.74275895925381
20185271,"

শরীফ থেকে শরীফা : নব্য ইঞ্জিনিয়ারিংয়ের আদি তত্ত্ব
",1075,11.0,0.5169366715758469,51.69366715758469
20187509,"

শরীফ থেকে শরীফা : নব্য ইঞ্জিনিয়ারিংয়ের আদি তত্ত্ব
",1064,12.0,0.5115365733922435,51.153657339224345
20187520,"

বাংলাদেশের বাজেটে কৃষি খাত
",1004,13.0,0.48208149239077075,48.20814923907707
20185280,"

বাংলাদেশের বাজেটে কৃষি খাত
",1003,14.0,0.48159057437407954,48.15905743740795
20187585,"
‘ছুটির দিনে ভ্রমণ নয়, ভ্রমণের জন্য ছুটি নিন’ 
কক্সবাজারে ১০ মার্চ পর্যন্ত রুম খালি নেই, সমুদ্র সৈকতে পর্যটকদের উপচে পড়া ভিড়
",963,15.0,0.46195385370643105,46.1953853706431
