id,title,body_len,T3_rank,T3_S_scale,T3_S_score
20178722,"

জনসংখ্যা কমায় বিপাকে থাকা দেশগুলো থেকে বাংলাদেশ-পাকিস্তান-ভারত কী পেতে পারে?
",1390,1.0,1.0,100.0
20178216,"
সমকালীন প্রসঙ্গ 
পিটার হাস পথ হারিয়েছেন, নাকি জয় পেয়েছেন
",1348,2.0,0.9690949227373068,96.90949227373068
20174050,"
সমকালীন প্রসঙ্গ 
পিটার হাস পথ হারিয়েছেন, নাকি জয় পেয়েছেন
",1341,3.0,0.963944076526858,96.3944076526858
20182282,"

আন্তর্জাতিক নারী দিবস মার্চে কেন 
",1328,4.0,0.9543782192788816,95.43782192788815
20178208,"

ইন্দোনেশিয়ার রাজনীতিতে ধর্মের প্রভাব
",1293,5.0,0.9286239882266373,92.86239882266372
20174046,"

ইন্দোনেশিয়ার রাজনীতিতে ধর্মের প্রভাব
",1289,6.0,0.9256806475349522,92.56806475349522
20044851,ঐতিহাসিক ৭ই মার্চ পালিত,1285,7.0,0.9227373068432672,92.27373068432672
20178475,"

বাংলাদেশে বিদ্যুতের দাম এভাবে বাড়ছে কেন?
",1179,8.0,0.8447387785136129,84.4738778513613
20178186,"

আইএমএফের ফর্মুলায় পৌনে দুই ভাগ কমলো জ্বালানি তেলের দাম
	দেড় বছর আগে বাড়ানো হয়েছিল ৪২ শতাংশ
",1174,9.0,0.8410596026490066,84.10596026490066
20178634,"

ইতিহাসের ‘সবচেয়ে রহস্যময়’ বিমান দুর্ঘটনার পেছনের তত্ত্ব
",1166,10.0,0.8351729212656365,83.51729212656365
20174095,"

উপহার
",1143,11.0,0.8182487122884474,81.82487122884474
20178123,"

ঐতিহাসিক ৭ মার্চ উদযাপিত
",1143,11.0,0.8182487122884474,81.82487122884474
20046471,৭ই মার্চের ভাষণ স্বাধীনতা এনে দিয়েছে,1135,13.0,0.8123620309050773,81.23620309050773
20046863,বুদ্ধিজীবীর খোঁজে,1122,14.0,0.8027961736571008,80.27961736571008
20046455,২০২৪ সালের সংসদীয় নির্বাচন নিয়ে চূড়ান্ত রিপোর্ট দিলো ইউরোপীয় ইউনিয়ন,981,15.0,0.6990434142752023,69.90434142752024
20174106,"

সাহিত্য ও রূপবৈচিত্র্যে জসীমউদ্দীন
",964,16.0,0.6865342163355408,68.65342163355407
20182900,"

 পিচ্চি প্রজাপতি ও বীণা 
",889,17.0,0.6313465783664459,63.13465783664459
20178174,"

বঙ্গবন্ধু আটচল্লিশেই সিদ্ধান্ত নেন আর পরাধীন থাকা নয় : প্রধানমন্ত্রী
",853,18.0,0.6048565121412803,60.48565121412803
20178618,"

ঢাকায় চিহ্নিত হচ্ছে ঝুঁকিপূর্ণ ভবন; এগুলো কি ভাঙতে হবে?
",850,19.0,0.6026490066225165,60.264900662251655
20182259,"

বাংলাদেশের সংবাদমাধ্যম গণমাধ্যম হতে পারছে না
",849,20.0,0.6019131714495953,60.191317144959534
20178288,"

মালদ্বীপ-চীন গোপন সমীকরণে চিন্তায় ভারত!
",847,21.0,0.6004415011037527,60.04415011037527
20046862,"পোশাক নিয়ে যুক্তরাষ্ট্রের তদন্ত, উদ্বেগে ব্যবসায়ীরা",834,22.0,0.5908756438557763,59.08756438557763
20046494,সেক্স স্ক্যান্ডাল,830,23.0,0.5879323031640913,58.79323031640913
20178404,"

গাজা ও ইউক্রেন নিয়ে যা বললেন বাইডেন
",826,24.0,0.5849889624724062,58.498896247240616
20178451,"

মহিলা দলের বিশ্ব নারী দিবসের র‌্যালিতে পুলিশের বাধা
",821,25.0,0.5813097866077999,58.13097866077999
20178376,"

শাবিপ্রবির যে অধ্যাপক ‘মাদার অফ সোশ্যাল ওয়ার্ক’ হিসেবে পরিচিত
",794,26.0,0.5614422369389257,56.14422369389257
20178257,"

কত চাঁদা আদায় হয় পরিবহণ খাত থেকে?
",785,27.0,0.5548197203826343,55.48197203826343
20182270,"

‘যাকাত ভিত্তিক সমাজব্যবস্থা প্রতিষ্ঠার মধ্যেই আর্ত-মানবতার অর্থনৈতিক মুক্তি রয়েছে’ : অধ্যাপক মুজিবুর রহমান
",761,28.0,0.5371596762325239,53.71596762325239
20046479,বাণিজ্য করতে সিলেটে সিএনজি অটোরিকশার রেজিস্ট্রেশনের পাঁয়তারা,711,29.0,0.5003679175864606,50.03679175864606
20178156,"

রোজার আগে গাজায় যুদ্ধবিরতি হচ্ছে না
",703,30.0,0.49448123620309054,49.448123620309055
20182313,"

 অস্থির চিনির বাজার
বাজারে কৃত্রিম সঙ্কট : দুই দিনে মণপ্রতি বেড়েছে ১৭০ টাকা
",686,31.0,0.481972038263429,48.1972038263429
20178574,"

আ’লীগ নারী নিপীড়কের ভূমিকায় অবতীর্ণ হয়েছে : রিজভী
",636,32.0,0.4451802796173657,44.51802796173657
20046495,নবীন-প্রবীণে জমে উঠেছে বিজিএমইএ নির্বাচন,634,33.0,0.44370860927152317,44.370860927152314
20177925,"

নারায়ণগঞ্জের ট্রেনের যাত্রীরা ছুটছেন বাসে
	পদ্মা রেলসেতুর কাজ গেন্ডারিয়ায় পরিপূর্ণ শেষ হয়নি
",617,34.0,0.4311994113318617,43.11994113318617
20046480,২ দিনের ভোট শেষ অপেক্ষা ফলাফলের,604,35.0,0.4216335540838852,42.16335540838852
20044836,নরসিংদীতে যথাযোগ্য মর্যাদায় ঐতিহাসিক ৭ই মার্চ দিবস উদযাপন,591,36.0,0.41206769683590877,41.20676968359088
20046474,চুরির পর উল্লাস,585,37.0,0.40765268579838115,40.765268579838114
20044835,খুলনায় উপজেলা চেয়ারম্যানের বিরুদ্ধে ধর্ষিতা তরুণীর আদালতে স্বীকারোক্তি,583,38.0,0.40618101545253865,40.618101545253865
20178014,"

দলীয় প্রার্থী শুধু জাপার বাকিরা সবাইতন্ত্র
	ময়মনসিংহ ও কুমিল্লা সিটি নির্বাচন কাল
",570,39.0,0.39661515820456217,39.661515820456216
20044848,"মৌলভীবাজারে ৫ রেলস্টেশন বন্ধ, যাত্রী দুর্ভোগ",564,40.0,0.3922001471670346,39.22001471670346
20046450,'ডায়েট ড্রিংক' হৃদরোগের ঝুঁকি ২০% বাড়িয়ে দিতে পারে,562,41.0,0.39072847682119205,39.0728476821192
20046866,"আমি নারী, আপনি ফুল নাকি কাঁটা?",557,42.0,0.38704930095658574,38.704930095658575
20046859,সিলেট ক্রিকেটে যুক্ত হচ্ছে দুই স্টেডিয়াম এক ডরমিটরি,548,43.0,0.3804267844002943,38.042678440029434
20046475,শেষ মুহূর্তে প্রতিশ্রুতির ফুলঝুরি নিয়ে ভোটারদের দ্বারে প্রার্থীরা,542,44.0,0.37601177336276675,37.60117733627668
20174102,"
আবু হেনা মোস্তফা কামাল 
একটি নতুন বিবেচনা মনিরুজ্জামান
",539,45.0,0.37380426784400295,37.38042678440029
20177995,"

রমজানের আগেই ফিলিস্তিনে যুদ্ধ বন্ধ করতে হবে : জামায়াত
",539,45.0,0.37380426784400295,37.38042678440029
20177870,"

মুলাদীতে দুই গ্রুপের দ্বন্দ্বে ২৫ বছরে ২৮ খুন, ৯৩৪ মামলা
তিন জেলার পুলিশের উপস্থিতিতে সমঝোতার উদ্যোগ ব্যর্থ
",530,47.0,0.3671817512877116,36.71817512877116
20046489,ভারতের স্পিনে কাবু ইংল্যান্ড গাভাস্কারের পাশে জয়সওয়াল,521,48.0,0.36055923473142015,36.055923473142016
20178228,"

কাশ্মিরের বিশেষ মর্যাদা বাতিলের পর শ্রীনগর সফর করলেন মোদি
",514,49.0,0.3554083885209713,35.54083885209713
20177835,"

বিভিন্ন স্থানে ঐতিহাসিক ৭ মার্চ পালিত
",509,50.0,0.351729212656365,35.1729212656365
