id,title,body_len,T3_rank,T3_S_scale,T3_S_score
20184046,"

রমাদানের প্রস্তুতি : এবারের রমাদান হোক টার্নিং পয়েন্ট
",2657,1.0,1.0,100.0
20183819,"

প্রচলিত শিক্ষাব্যবস্থা : আমাদের করণীয়
",1812,2.0,0.6793168880455408,67.93168880455408
20183095,"

প্রচলিত শিক্ষাব্যবস্থা : আমাদের করণীয়
",1805,3.0,0.6766603415559772,67.66603415559771
20183823,"

লাল ফিতা উড়িয়ে দাও
",1441,4.0,0.5385199240986718,53.85199240986718
20183101,"

লাল ফিতা উড়িয়ে দাও
",1438,5.0,0.537381404174573,53.7381404174573
20046212,যে ১১টি অভ্যাস মস্তিষ্কের ১২টা বাজাচ্ছে,1384,6.0,0.5168880455407969,51.688804554079695
20183828,"
সুশাসন 
দেশের স্থিতিশীলতায় সাইবার অপরাধ রোধ
",1384,6.0,0.5168880455407969,51.688804554079695
20183108,"
 সুশাসন 
দেশের স্থিতিশীলতায় সাইবার অপরাধ রোধ
",1382,8.0,0.5161290322580645,51.61290322580645
20183882,"

বিশ্ব নেতৃত্ব থেকে মুসলিমদের পিছিয়ে পড়ার ১০০ বছর
",1283,9.0,0.47855787476280837,47.85578747628084
20046146,বড় অগ্নিকাণ্ডের সব মামলা হিমঘরে,1237,10.0,0.46110056925996207,46.110056925996204
20183785,"

আলোচিত ‘গোল্ডেন রাইস’ ধান নিয়ে আবারো সক্রিয় ইরি-ব্রি
পরিবেশবাদীদের বিরোধিতা, ছাড়পত্র আটকে আছে ৭ বছর
",1127,11.0,0.41935483870967744,41.935483870967744
20183630,"

রাজধানীর শতাধিক ভবনে অভিযান : আটক ২২
ভবনের অবৈধ ব্যবহার ও অগ্নিনির্বাপণে ত্রুটি
",1097,12.0,0.4079696394686907,40.79696394686907
20184100,"

ক্লাস চলাকালে হঠাৎ ব্যাগ থেকে অস্ত্র বের করে শিক্ষার্থীকে গুলি
",1055,13.0,0.3920303605313093,39.20303605313093
20183791,"

সবলের সাথে এক হবে দুর্বল ব্যাংক
",1041,14.0,0.38671726755218216,38.67172675521822
20184666,"

ইফতারিতে বরই কি খেজুরের বিকল্প হতে পারে!
",1037,15.0,0.38519924098671726,38.51992409867172
20184292,"

ভারতে স্প্যানিশ পর্যটককে গণধর্ষণের ঘটনায় দেশজুড়ে প্রতিবাদ
",973,16.0,0.36091081593927893,36.091081593927896
20184733,"

ঋণের চাপে আত্মহত্যা বাড়ছে কেন!
",941,17.0,0.34876660341555976,34.876660341555976
20184424,"

সরকারের চেয়ে বেশি ক্ষমতাধর মালিক-শ্রমিক সংগঠন : টিআইবি
চলছে অনিয়ম-দুর্নীতির মহোৎসব
",933,18.0,0.34573055028462996,34.573055028462996
20185078,"

কোটি টাকার বিটকয়েন ছিনিয়ে নেয়ার অভিযোগে পুলিশের বিরুদ্ধে তদন্ত শুরু
",928,19.0,0.34383301707779884,34.383301707779886
20046147,এই ভবনের কোনো রেস্টুরেন্টের অনুমোদন ছিল না,812,20.0,0.2998102466793169,29.98102466793169
20183760,"

জাকেরের ঝড়ো ইনিংসেও হার বাংলাদেশের
",765,21.0,0.2819734345351044,28.197343453510438
20183788,"

রামাল্লায় ইসরাইলের ব্যাপক অভিযান
",736,22.0,0.2709677419354839,27.09677419354839
20046155,ঘুরে দাঁড়াতে পারছে না বিএনপি’র ঢাকার দুই মহানগর,731,23.0,0.2690702087286527,26.907020872865274
20184678,"

সন্দেশখালি-শাহজাহান নিয়ে তদন্তে সিবিআই : হাইকোর্ট
",731,23.0,0.2690702087286527,26.907020872865274
20183776,"

সীমান্ত রক্ষায় বিজিবিকে স্মার্ট প্রযুক্তিতে  সজ্জিত করা হচ্ছে : প্রধানমন্ত্রী
",702,25.0,0.25806451612903225,25.806451612903224
20046153,সমন্বয়হীনতা সিলেট নগরে যানজট প্রকট,693,26.0,0.25464895635673623,25.464895635673624
