id,title,T4_title_weight,T4_rank,T4_S_scale,T4_S_score
20183433,"
অগ্নিকাণ্ড প্রতিরোধে বিশেষজ্ঞ কমিটি গঠন করে দিলেন হাইকোর্ট 
বেইলি রোডের অগ্নিকাণ্ডে হতাহতদের ক্ষতিপূরণে রুল
২০২৩-২৪ সালের অগ্নিকাণ্ড ও ক্ষতি সম্পর্কে জানতে চান আদালত
",0.007307692307690702,1.0,1.0,100.0
20184470,"
সংসদে বিল পাস 
স্থায়ী রূপ নিলো দ্রুত বিচার আইন
এ আইনে সরকার চাইলে যেকোনো নাগরিককে হয়রানি করতে পারে : চুন্নু
",0.006060528360971202,2.0,0.8198540965849214,81.98540965849213
20183785,"

আলোচিত ‘গোল্ডেন রাইস’ ধান নিয়ে আবারো সক্রিয় ইরি-ব্রি
পরিবেশবাদীদের বিরোধিতা, ছাড়পত্র আটকে আছে ৭ বছর
",0.005384615384614201,3.0,0.7222222222222221,72.22222222222221
20046156,অনাবাদি জমি চাষের আওতায় আনা ও ফসলি জমি রক্ষায় জেলা প্রশাসকদের সহযোগিতা চেয়েছেন কৃষিমন্ত্রী,0.0050001697014017,4.0,0.6666911790915153,66.66911790915154
20046213,উত্তরার এভেরোজ ইন্টারন্যাশনাল স্কুলে বার্ষিক ক্রীড়া প্রতিযোগিতা ও বীর মুক্তিযোদ্ধাদের সংবর্ধনা অনুষ্ঠান অনুষ্ঠিত,0.004615384615383601,5.0,0.611111111111111,61.11111111111111
20184896,"
  	জেলা প্রশাসকদের উদ্দেশ্যে অর্থমন্ত্রী 
আয়কর আদায়ে জেলা প্রশাসকদের মাঠে নামাচ্ছে সরকার
",0.0042738633375513,6.0,0.5617802598686568,56.17802598686568
20046138,সৌদি আরবের উসমান বিন আফফান মসজিদে ১২০০ বছরের পুরনো স্থাপত্য উন্মোচন,0.004273263222532801,7.0,0.5616935765882067,56.16935765882067
20046158,বাংলাদেশের বড় চ্যালেঞ্জ হলো দেশবিরোধী বিএনপি-জামায়াত: আ ফ ম বাহাউদ্দিন নাছিম,0.0042307727037083,8.0,0.5555560572024442,55.555605720244415
20183600,"

 পদ্মা-যমুনায় নাব্যতা সঙ্কট 
ধারণক্ষমতার অর্ধেক পণ্য নিয়ে জাহাজ ভিড়ছে বাঘাবাড়ী বন্দরে
",0.004230769230768301,9.0,0.5555555555555555,55.55555555555555
20184025,"
সংবাদ সম্মেলনে রেস্তোরাঁ মালিক সমিতি 
‘আনসার, পুলিশ ও র‍্যাবের অভিযান একটু বাড়াবাড়ি’
",0.004230769230768301,9.0,0.5555555555555555,55.55555555555555
20184424,"

সরকারের চেয়ে বেশি ক্ষমতাধর মালিক-শ্রমিক সংগঠন : টিআইবি
চলছে অনিয়ম-দুর্নীতির মহোৎসব
",0.004230769230768301,9.0,0.5555555555555555,55.55555555555555
20184522,"
টি-টোয়েন্টি বিশ্বকাপ 
ভারত-পাকিস্তান ম্যাচের টিকিটের মূল্য ১ কোটি ৮৪ লাখ রুপি!
",0.004230769230768301,9.0,0.5555555555555555,55.55555555555555
20046185,ক্যাপাসিটি চার্জের নামে লাখ লাখ কোটি টাকা লুটপাট করা হয়েছে- রুহিন হোসেন প্রিন্স,0.004230769230768301,9.0,0.5555555555555555,55.55555555555555
20183509,"

আর্মি স্পোর্টসের খেলা নিয়ে অনিশ্চয়তা
মহিলা ফুটবল লিগের দল বদলের সময় বাড়ল
",0.004230769230768301,9.0,0.5555555555555555,55.55555555555555
20184895,"
	মার্কিন আদালতের রায় 
রিজার্ভ চুরিতে রিজাল ব্যাংকের ২ শীর্ষ কর্মকর্তা জড়িত
",0.0042305275412972,15.0,0.5555206448541743,55.55206448541743
20046127,যুক্তরাষ্ট্রের 'ইন্টারন্যাশনাল উইমেন অফ কারেজ অ্যাওয়ার্ড' পেলেন বাংলাদেশের ফৌজিয়া করিম,0.0040307129149277,16.0,0.5266585321563513,52.665853215635124
20046133,৪২০ কোটি টাকা ফেরত পাবেন ইউনিপে টু ইউ’র গ্রাহকরা : আপিল বিভাগ,0.003961625342411601,17.0,0.5166792161262458,51.66792161262458
20184719,"
পুড়েছে অপরিশোধিত চিনি 
একদিনেই চিনির দাম বাড়ল বস্তাপ্রতি ৭০ টাকা
",0.0038461758058273,18.0,0.5000031719529543,50.00031719529543
20183616,"

এবার দক্ষিণ আফ্রিকায় বাংলাদেশী দম্পতিকে গুলি করে হত্যা 
দোকানে আগুন-লুটপাট নিত্য ঘটনা
",0.0038461538461530007,19.0,0.49999999999999994,49.99999999999999
20183630,"

রাজধানীর শতাধিক ভবনে অভিযান : আটক ২২
ভবনের অবৈধ ব্যবহার ও অগ্নিনির্বাপণে ত্রুটি
",0.0038461538461530007,19.0,0.49999999999999994,49.99999999999999
20046187,সিলেটে গ্যাস-বিদ্যুৎ গ্রাহক কল্যাণ পরিষদ কেন্দ্রীয় কমিটির নাগরিক মিছিল,0.0038461538461530007,19.0,0.49999999999999994,49.99999999999999
20184599,"

রাজধানীর ৫৫ রেস্তোরাঁ থেকে ১২টি ত্রুটিপূর্ণ গ্যাস সিলিন্ডার উদ্ধার, আটক ৫৭
",0.0038461538461530007,19.0,0.49999999999999994,49.99999999999999
20046179,নোয়াখালী প্রেস ক্লাবের সীমানা প্রাচীর ও প্রধান ফটক উদ্বোধনে মেয়র সোহেল,0.0038461538461530007,19.0,0.49999999999999994,49.99999999999999
20183550,"
গ্যাস-বিদ্যুতের মূল্যবৃদ্ধি  
দরিদ্র জনগণকে শোষণ করছে সরকার : অধ্যাপক মুজিবুর রহমান
",0.0038461538461530007,19.0,0.49999999999999994,49.99999999999999
20046921,স্বল্পোন্নত থেকে উন্নয়নশীল দেশগুলো পণ্যের শুল্ক ও কোটামুক্ত বাজারে প্রবেশের অধিকার পাবে,0.0038461538461530007,19.0,0.49999999999999994,49.99999999999999
20184297,"

বগুড়ায় মুরগীর ঘরে পুঁতে রাখা স্কুলছাত্রের বস্তাবন্দি লাশ উদ্ধার, গ্রেফতার ২
",0.0038461538461530007,19.0,0.49999999999999994,49.99999999999999
20184277,"

গাজায় ইসরাইলি হামলায় নিহতের সংখ্যা বেড়ে দাঁড়িয়েছে ৩০,৬৩১ জনে
",0.0038461538461530007,19.0,0.49999999999999994,49.99999999999999
20046177,যশোরে মসজিদ কমিটির সভাপতির বিরুদ্ধে ১৮ লাখ টাকা আত্মসাতের অভিযোগ!,0.003815231210977301,28.0,0.4955333971412868,49.55333971412868
20046162,সড়ক দুর্ঘটনায় ক্ষতিগ্রস্তদের ৯ কোটি ৪৪ লাখ টাকা সহায়তা : সংসদে মন্ত্রী,0.0037528360532794007,29.0,0.48652076325158805,48.6520763251588
20046193,"কালিয়াকৈরে গার্মেন্টস মালিক অপহরণ ও টাকা লুট, এক মাসেও কেউ গ্রেপ্তার হয়নি",0.0037297974932525004,30.0,0.48319297124770183,48.31929712477018
20046126,"ড. ইউনূসের আতিথেয়তা করে সম্মানিত পিটার হাস, তার বিরুদ্ধে মামলা নিয়ে উদ্বেগ",0.0036876788496666996,31.0,0.4771091671741959,47.710916717419586
20046135,বোমাতঙ্কের ভুয়া মেইল পাঠিয়ে দিল্লি পুলিশের জালে বাংলাদেশের বাসিন্দা,0.0035000258380226,32.0,0.45000373215893114,45.00037321589311
20184775,"

সিরিজে টিকে থাকার লক্ষ্যে দ্বিতীয় টি-টোয়েন্টি খেলতে নামবে বাংলাদেশ
",0.0034653319308070004,33.0,0.4449923900055656,44.499239000556564
20184771,"

২৪ ঘণ্টায়ও পুরোপুরি নিয়ন্ত্রণে আসেনি এস আলম সুগার মিলের আগুন
",0.0034634481203745,34.0,0.44472028405420433,44.47202840542043
20183537,"

রংপুরে ল্যাট্রিনের স্লাব বসাতে গিয়ে মাটি চাপায় ১ শ্রমিক নিহত
",0.0034615384615377005,35.0,0.44444444444444436,44.444444444444436
20184687,"

গাজা সংঘাত অবসানে সম্ভাব্য বিকল্প ব্যবস্থা গ্রহণের আহ্বান পররাষ্ট্রমন্ত্রীর
",0.0034615384615377005,35.0,0.44444444444444436,44.444444444444436
20046192,এবারো রমজানে ১০ টাকা লিটার দুধ বিক্রি করবেন এরশাদ উদ্দিন,0.0034615384615377005,35.0,0.44444444444444436,44.444444444444436
20183945,"

মেডিক্যাল পড়াশোনা চালিয়ে যাওয়ার চিন্তা মাথায় ঘুরপাক খাচ্ছে আমানুল্লাহর
",0.0034615384615377005,35.0,0.44444444444444436,44.444444444444436
20184013,"

পর্যটক শূন্য হয়ে পড়ছে জামালপুরের লাউ চাপড়া অবকাশ কেন্দ্র
",0.0034615384615377005,35.0,0.44444444444444436,44.444444444444436
20183431,"

বেইলি সেতু ভেঙে ট্রাক খালে বরিশাল ভোলা মহাসড়ক বন্ধ
",0.0034615384615377005,35.0,0.44444444444444436,44.444444444444436
20046186,"হিলি স্থলবন্দর পরিদর্শন সেনা, নৌ ও বিমান বাহিনীর ২৬ কর্মকর্তার",0.0034615384615377005,35.0,0.44444444444444436,44.444444444444436
