word,weight
ফ্যাসিবাদী,0.00045872706264488887
রাজবাড়ীতে,0.0004587270626448879
সরকারের,0.000457936548168453
বিস্তা,0.00045793654816845197
কারণে,0.0004571546475974831
অঞ্জন,0.0004571546475974821
২,0.00045653157442989366
বরাদ্দের,0.00045653157442989263
গণমাধ্যম,0.00045638128404927895
নেপালের,0.00045638128404927787
গণমুখী,0.0004556163811524566
ফর্টিসে,0.0004556163811524556
সংস্কৃতি,0.0004548598630612029
জালালুদ্দীন,0.00045485986306120194
আটক,0.00045433411346722843
চেয়ে,0.0004543341134672274
হারিয়ে,0.0004541116544668063
মাওলানা,0.00045411165446680534
ফেলছে,0.00045337168060675893
কমান,0.00045337168060675796
দাঁড়িয়ে,0.0004526398672716924
দাম,0.00045263986727169143
নির্যাতন,0.0004521346569947753
কম,0.00045213465699477426
ট্রাকের,0.000451916140810384
জিনিসপত্রের,0.00045191614081038295
পেছনে,0.0004512004281330437
ভেঙে,0.00045120042813304276
মাইক্রোবাসের,0.0004504926567130752
সিন্ডিকেট,0.00045049265671307426
বেঁধে,0.00044993318196367326
চাল,0.0004499331819636722
ধাক্কা,0.00044979275458747873
ব্যবসায়ীদের,0.00044979275458747786
নিহত,0.0004491006503560522
জখম,0.0004491006503560512
২,0.00044841627317952613
কুপিয়ে,0.00044841627317952526
শ্রীপুরে,0.0004477395527767602
৪,0.0004477395527767593
গাছে,0.0004477296650328899
দেয়ায়,0.0004477296650328888
পুলিশকে,0.000447070419421109
পরিবারের,0.00044707041942110813
কুপিয়ে,0.0004464088039360609
নোয়াখালীতে,0.0004464088039360601
জখমের,0.00044575463769023924
বিরোধ,0.0004457546376902384
শিশুকে,0.000445524082563656
জেলেদের,0.0004455240825636549
ঘটনায়,0.00044510785259184617
জমি,0.0004451078525918454
৩,0.00044446838108262493
ঘণ্টা,0.00044446838108262406
ডাকাত,0.00044383615613140297
৭,0.00044383615613140216
জীবন,0.0004433164106137583
বিক্ষোভ,0.0004433164106137572
গ্রেপ্তার,0.0004432111112272793
সাড়ে,0.00044321111122727847
কিনে,0.0004425931803725047
বিদ্যুৎ,0.00044259318037250396
ডাকাতির,0.0004419822980751069
ঘণ্টা,0.0004419822980751062
আসামি,0.00044137839934130056
৮,0.0004413783993412998
মানবেতর,0.0004411066249316864
কলাপাড়ায়,0.00044110662493168537
হলেন,0.0004407814196677225
গ্যাস,0.00044078141966772175
ব্যবসায়ী,0.000440191295033526
নগরীতে,0.00044019129503352527
রাসেল,0.0004396079618923659
সিলেট,0.00043960796189236514
ঘাটাইলে,0.0004390313571643011
মুক্তি,0.0004390313571643004
প্রদীপের,0.0004388947009506287
প্রেস,0.0004388947009506277
চলছে,0.00043846141822764123
ক্যান্সার,0.00043846141822764047
দখলের,0.0004378980829107575
আঙুরে,0.00043789808291075675
মহোৎসব,0.0004373412894838801
টিপস,0.00043734128948387936
ফুলবাড়ীয়ায়,0.0004367909766508976
হেলথ,0.0004367909766508968
ঘরে,0.00043668061378231317
কাউন্সিলের,0.00043668061378231225
সনদপত্র,0.00043624708354117556
কর্মচারীদের,0.0004362470835411748
পুরস্কার,0.00043570954970140803
সরকারি,0.0004357095497014072
বিতরণ,0.00043517831508751395
দাবি,0.00043517831508751303
রাবি,0.0004346533200565896
দফা,0.0004346533200565888
ঝুপড়ি,0.0004344643382106871
উদ্যোগে,0.0004344643382106862
প্রেস,0.0004341345053589277
৬,0.00043413450535892693
ক্লাবের,0.0004336218121301096
স্কেলসহ,0.0004336218121301088
সভাপতি,0.0004331151818831799
পে,0.0004331151818831791
জামিল,0.00043261455650090927
গ্রহণ,0.0004326145565009085
মৃত্যু,0.00043224584868543133
সেমিনার,0.0004322458486854304
সম্পাদক,0.0004321198782281504
ভোট,0.0004321198782281495
মাহিন,0.000431631089664293
চলছে,0.00043163108966429213
রায়পুরায়,0.0004311481337558212
নির্বাচনে,0.00043114813375582034
৯,0.0004306709537889769
২৩৩,0.000430670953788976
প্রাথমিকেই,0.0004301994933825317
সিটিসহ,0.00043019949338253077
১,0.00043002511931530265
মতবিনিময়,0.0004300251193153018
প্রধান,0.0004297336964806704
প্রধানমন্ত্রী,0.00042973369648066954
শিক্ষক,0.0004292735073459877
প্রয়োজন,0.00042927350734598676
নাটোরে,0.00042881887055259835
অংশগ্রহণ,0.0004288188705525975
মহাসড়ক,0.0004283697309793641
সমান,0.0004283697309793632
ব্যবসায়ীর,0.00042792603380323595
পুরুষের,0.00042792603380323503
দগ্ধ,0.00042780212386130014
সভা,0.0004278021238612993
মরদেহ,0.00042748772449271354
নারী,0.00042748772449271256
উদ্ধার,0.0004270547488014209
উন্নয়নে,0.0004270547488014201
প্রধানমন্ত্রী,0.0004266270527617995
সার্বিক,0.0004266270527617987
দেশকে,0.00042620458267891674
দেশের,0.000426204582678916
উচ্চ,0.0004257872851243913
সরঞ্জাম,0.00042578728512439047
আগুন,0.00042557683572964775
বরিশাল,0.00042557683572964683
উচ্চতর,0.0004253751069304323
গুপ্তচরের,0.00042537510693043155
পর্যায়ে,0.0004249679951839943
ক্রেনে,0.0004249679951839935
যাচ্ছেন,0.00042456589722104416
চীনা,0.00042456589722104335
অর্থমন্ত্রী,0.00042416876062094096
চর্চা,0.0004241687606209401
জৈন্তাপুরে,0.0004237765332009264
অনৈতিকতার,0.00042377653320092564
বাস,0.0004233891630107255
শিক্ষালয়ে,0.00042338916301072475
কারখানায়,0.0004233492279645883
মহানগর,0.0004233492279645874
ট্রাক,0.0004230065983272548
বিজেপির,0.00042300659832725414
মুখোমুখি,0.00042262878764943806
প্রস্তাব,0.0004226287876494374
সংঘর্ষে,0.000422255679693127
দাঁড়ানোর,0.00042225567969312634
নিহত,0.000421887223386126
নির্বাচনে,0.00042188722338612543
১,0.0004215233678633194
সামিকে,0.0004215233678633188
আহত,0.00042116406246189825
নওয়াজ,0.00042116406246189755
তৈরির,0.0004211192732409825
আমির,0.0004211192732409816
