word,weight
সিঙ্গাপুরে,0.0004368493104264392
বিলিয়ন,0.0004368493104264391
চিকিৎসার,0.00043609649740964876
ডলারের,0.0004360964974096486
গোল,0.00043535188748129435
বড়,0.0004353518874812941
গেছেন,0.0004347585301109283
অ্যাপলকে,0.00043475853011092823
৫০০,0.00043461540742538907
জরিমানা,0.00043461540742538885
মেসির,0.00043388698451287674
করলো,0.0004338869845128765
ফুটবলে,0.0004331665465152059
ইউরোপীয়,0.0004331665465152058
মির্জা,0.00043266587113263645
আইজিপি,0.00043266587113263623
ক্লাব,0.0004324540217153113
ইউনিয়ন,0.0004324540217153112
অভিযোগ,0.00043174933891628153
ব্যালট,0.0004317493389162814
সহায়তার,0.00043105242744796436
ট্রাম্পকে,0.0004310524274479643
ফখরুল,0.0004305713118150234
গেলেন,0.00043057131181502327
বাদ,0.00043036321717173357
ইসরাইলকে,0.00043036321717173357
পারবে,0.0004296816384836203
মামলা,0.00042968163848362026
নিকারাগুয়ার,0.00042900762231598875
রাজ্য,0.0004290076223159887
বেইলি,0.00042847483020848153
দুবাই,0.0004284748302084814
বিরুদ্ধে,0.00042834110013792074
সুপ্রিম,0.0004283411001379207
জার্মানির,0.0004276820039544545
কোর্ট,0.00042768200395445447
মাঠে,0.00042703026630480905
আইসিজেতে,0.000427030266304809
মেসি,0.0004263858202597134
১৭০,0.0004263858202597134
রোড,0.0004263764040851663
বেজোস,0.00042637640408516616
মেসি,0.0004257485994179472
নিহত,0.0004257485994179471
স্লোগান,0.000425118537902186
সহিংসতায়,0.000425118537902186
শুনলেন,0.00042449557035424197
ফাসোতে,0.00042449557035424197
ট্র্যাজেডি,0.00042427601093369586
জেফ,0.0004242760109336958
বুরকিনা,0.0004238796319297723
রোনালদো,0.00042387963192977223
ড.,0.0004232706582925292
মুক্তি,0.0004232706582925292
ইউনূসের,0.0004226685856082118
কারাবন্দীর,0.0004226685856082118
কাচ্চি,0.0004221736279537164
এলেন,0.0004221736279537163
পরিশোধে,0.0004220733505379771
আতিথেয়তা,0.00042207335053797703
অর্থদণ্ড,0.000421484890231661
সম্মানিত,0.00042148489023166087
উপহার,0.00042090314232075444
পিটার,0.0004209031423207544
অপূর্ব,0.00042032804491117583
হাস,0.0004203280449111757
ভাইয়ের,0.000420069232050328
উঠে,0.00042006923205032776
রমজানের,0.00041975953657587603
বিরুদ্ধে,0.000419759536575876
ট্রাম্প,0.00041919755634731046
মামলা,0.0004191975563473104
পরাজিত,0.0004186420437098057
উদ্বেগ,0.00041864204370980557
হ্যালির,0.0004180929385918487
যুক্তরাষ্ট্রের,0.00041809293859184846
ম্যানেজারসহ,0.00041796279982836686
প্রথমে,0.00041796279982836675
নিকি,0.0004175501813583218
ইন্টারন্যাশনাল,0.00041755018135832163
প্রাইমারিতে,0.0004170137128027048
উইমেন,0.0004170137128027046
ডিসির,0.00041648347413926305
অফ,0.00041648347413926283
ওয়াশিংটন,0.00041595940699523816
কারেজ,0.000415959406995238
৪,0.0004158543075865403
তালিকায়,0.0004158543075865402
পালন,0.00041544145340305675
অ্যাওয়ার্ড,0.0004154414534030566
দিবস,0.00041492955579257036
পেলেন,0.0004149295557925702
সাক্ষরতা,0.00041442365698333896
বাংলাদেশের,0.00041442365698333863
আর্থিক,0.00041392370017696644
ফৌজিয়া,0.00041392370017696617
কারাগারে,0.00041374373131140716
ধনীর,0.00041374373131140705
ফাইন্যান্সের,0.0004134296289495007
করিম,0.0004134296289495005
লংকাবাংলা,0.000412941387243903
মানি,0.0004129413872439029
সিপিবি,0.0004124589193625962
লন্ডারিং,0.000412458919362596
খাচ্ছে,0.00041198216996009534
মামলায়,0.0004119821699600951
শীর্ষ,0.000411631046671202
মুরাদনগরে,0.000411631046671202
