id,website_id,title,T2_S_score,T2_rank
20032579,2276,"কক্সবাজার এক্সপ্রেসের টিকিট, সে এক বিরাট ইতিহাস",100.0,1.0
20032847,2276,আজ টিভিতে যা দেখবেন (৪ মার্চ ২০২৪),100.0,1.0
20047668,2277,জরায়ুর টিউমার অপারেশন করতে গিয়েরোগীর মূত্রনালি কেটে ফেলার অভিযোগ,92.30769231,3.0
20046098,2268,সুয়ারেজের সঙ্গে ঝলক দেখিয়ে হুঙ্কার মেসির,84.61538462,4.0
20046091,2268,অবৈধ ক্লিনিক ডায়াগনস্টিকে অভিযান জোরদার হবে,84.61538462,4.0
20046092,2268,পাকিস্তানের ২৪তম প্রধানমন্ত্রী হলেন শেহবাজ,84.61538462,4.0
20046093,2268,আবেগ ধরে রেখে সুযোগের অপেক্ষায় জাকের আলী,84.61538462,4.0
20046094,2268,স্পেনে ট্রেনিংয়ের আমন্ত্রণ পেলেন দাবাড়ু সাকলাইন,84.61538462,4.0
20046095,2268,হতাশা আর অভিমান থেকেই কি রোমানের অবসরের সিদ্ধান্ত?,84.61538462,4.0
20046096,2268,শান্ত বলছেন ‘চ্যালেঞ্জিং’,84.61538462,4.0
20046097,2268,লীগ না খেলার হুমকি উষার!,84.61538462,4.0
20046099,2268,"জজ কোর্টের জায়গা বায়োবীয় লিজ, বন্ধ হয়নি নির্মাণকাজ",84.61538462,4.0
20046089,2268,শুল্ক কমানোর প্রভাব নেই বাজারে,84.61538462,4.0
20046100,2268,১০ উইকেটে জোড়া রেকর্ড লায়নের,84.61538462,4.0
20046101,2268,পয়েন্ট খোয়ানোর পর আলোচনায় রিয়ালের ‘গোল বাতিল’ ও বেলিংহ্যামের লাল কার্ড,84.61538462,4.0
20046102,2268,জিতলো অস্ট্রেলিয়া শীর্ষে উঠলো ভারত,84.61538462,4.0
20046103,2268,ছোট পর্দায় আজকের খেলা,84.61538462,4.0
20046104,2268,নিয়ন্ত্রণকারী প্রতিষ্ঠানের উদাসীনতায় অগ্নিকাণ্ডে হতাহতের ঘটনা ঘটছে,84.61538462,4.0
20046105,2268,যারা সিন্ডিকেটের মাধ্যমে মানুষকে কষ্ট দেয় তারা দেশদ্রোহী- আ ফ ম বাহাউদ্দিন নাছিম,84.61538462,4.0
20046090,2268,ওসমানীর ব্রাদার সাদেক কারাগারে,84.61538462,4.0
20046087,2268,ফেব্রুয়ারিতে সিলেটের সড়কে ২৬ জনের মৃত্যু,84.61538462,4.0
20046088,2268,শিক্ষার্থীদের জেগে জেগে স্বপ্ন দেখতে হবে- এমপি আবুল কালাম আজাদ,84.61538462,4.0
20046107,2268,প্রতিকারবিহীন অবস্থা অব্যাহতভাবে চলতে পারে না,84.61538462,4.0
20046072,2268,শায়েস্তাগঞ্জে দেদারছে চলে জুয়ার আসর,84.61538462,4.0
20046073,2268,পাবনায় মাদক মামলায় যুবকের যাবজ্জীবন,84.61538462,4.0
20046074,2268,নির্মাণ শেষ না হতে দেখার হাওরে ফের ফসল রক্ষা বাঁধে ধস,84.61538462,4.0
20046075,2268,মৌলভীবাজারে ফ্রি চক্ষু শিবির,84.61538462,4.0
20046076,2268,জামিন পেলেন বিএনপি নেতা চাঁদ,84.61538462,4.0
20046077,2268,নোয়াখালীতে খতনায় লিঙ্গ কর্তন অভিযুক্ত কর্মকর্তার বিরুদ্ধে তদন্ত প্রতিবেদন,84.61538462,4.0
20046078,2268,"পার্বত্যাঞ্চলে ৮ মাস ধরে বেকার ৬ হাজার কর্মকর্তা-কর্মচারী, মানবেতর জীবন",84.61538462,4.0
20046079,2268,নবীগঞ্জে ট্রাক-সিএনজি সংঘর্ষে নিহত ২,84.61538462,4.0
20046080,2268,মহেশপুর মাটিলা সীমান্তে আবারো ৫ কোটি টাকার সোনার বার জব্দ,84.61538462,4.0
20046081,2268,নতুন নতুন কৃষি প্রযুক্তি উদ্ভাবনের মাধ্যমে জলবায়ু পরিবর্তনের সমস্যা মোকাবিলা করতে হবে,84.61538462,4.0
20046082,2268,সিলেট মহিলা আওয়ামী লীগের আনন্দ মিছিল,84.61538462,4.0
20046083,2268,কলাপাড়ায় পানিতে ডুবে শিশুর মৃত্যু,84.61538462,4.0
20046084,2268,‘আত্মীয়কে’ নিয়োগ দিতে কুবি ভিসির লঙ্কাকাণ্ড,84.61538462,4.0
20046085,2268,স্মার্ট নগরী গড়তে ২৩ প্রতিশ্রুতি টিটুর,84.61538462,4.0
20046086,2268,নাইক্ষ্যংছড়ি আশারতলী সীমান্তে মাইন বিস্ফোরণ,84.61538462,4.0
20046106,2268,মির্জা ফখরুল সিঙ্গাপুর যাচ্ছেন আজ,84.61538462,4.0
20046108,2268,গাজীপুরে ঝুট গোডাউনে আগুন,84.61538462,4.0
20046070,2268,সৈয়দপুরে রেলওয়ের অবৈধ স্থাপনা উচ্ছেদ,84.61538462,4.0
20046109,2268,রাঙ্গামাটিতে যুবককে অস্ত্রের মুখে অপহরণ,84.61538462,4.0
20046927,2268,লঙ্কার বিপক্ষে শুরু বাংলাদেশের বিশ্বকাপ প্রস্তুতি,84.61538462,4.0
20046928,2268,লালমোহনে মেয়রের হোয়াটসঅ্যাপ অ্যাকাউন্ট হ্যাক করে টাকা দাবি,84.61538462,4.0
20046929,2268,১১ দিন পর মারা গেলেন সাংবাদিক মাসুদ,84.61538462,4.0
