id,website_id,title,T2_S_score,T2_rank
20044866,2268,শিক্ষক রায়হান সাময়িক বরখাস্ত,84.61538462,1.0
20046292,2268,পাকুন্দিয়ায় বিদ্যালয়ে শৃঙ্খলা ফেরাতে তৎপর কর্মকর্তা,84.61538462,1.0
20046286,2268,শ্রীপুরে শ্রমিক বিক্ষোভ,84.61538462,1.0
20046287,2268,দেলদুয়ারে প্রধান শিক্ষকের অপসারণের দাবিতে মানববন্ধন,84.61538462,1.0
20046288,2268,মুন্সীগঞ্জে প্রতিপক্ষের মারপিটে যুবকের মৃত্যুর অভিযোগ,84.61538462,1.0
20046289,2268,নারায়ণগঞ্জে স্কুলছাত্র জয়ন্ত হত্যা মামলায় ৪ জনের মৃত্যুদণ্ড,84.61538462,1.0
20046290,2268,যশোরে তুচ্ছ ঘটনায় যুবক হত্যা,84.61538462,1.0
20046291,2268,জুড়ীতে স্থানীয় দুর্যোগ ঝুঁকি ব্যবস্থাপনা বিষয়ে পরিকল্পনা কর্মশালা,84.61538462,1.0
20046293,2268,রাস্তা ছাড়াই খালের উপর নির্মাণ হচ্ছে কোটি টাকার সেতু,84.61538462,1.0
20046284,2268,"ডোমারে বুদ্ধিপ্রতিবন্ধীকে মারধর, ৪ হাজার টাকায় রফাদফা",84.61538462,1.0
20046294,2268,গাজীপুরে খুলে দেয়া হলো বিআরটি প্রকল্পের একটি ফ্লাইওভার,84.61538462,1.0
20046295,2268,গ্যাসের দাবিতে ঢাকা-চট্টগ্রাম মহাসড়ক অবরোধ,84.61538462,1.0
20046296,2268,চিকিৎসকের ভুল অপারেশনে মৃত্যুশয্যায় কিশোরী,84.61538462,1.0
20046297,2268,প্রতি বছর অর্থ অপচয়সহ হাতিয়ে নেয়া হচ্ছে লাখ লাখ টাকা,84.61538462,1.0
20046298,2268,মেয়ের পক্ষে প্রচারণায় অংশ না নিতে এমপি বাহারকে চিঠি,84.61538462,1.0
20046299,2268,ব্রাহ্মণবাড়িয়ায় ট্রাকের ধাক্কায় স্কুলছাত্র নিহত,84.61538462,1.0
20046285,2268,কুষ্টিয়ায় প্রতারক চক্রের ৬ সদস্য গ্রেপ্তার,84.61538462,1.0
