id,title,category1,T5_rank,T5_S_scale,T5_S_score
20044818,ভোট গণনা ছাড়াই সম্পাদক পদে জয়ী ঘোষণা,রাজনীতি,1,1.0,100.0
20180123,"

কুমিল্লা সিটির নতুন মেয়র হলেন তাহসীন বাহার
",রাজনীতি,1,1.0,100.0
20182092,"

দেশের সার্বিক উন্নয়নে নারী-পুরুষের সমান অংশগ্রহণ প্রয়োজন : প্রধানমন্ত্রী
",রাজনীতি,1,1.0,100.0
20182097,"

 দুই সিটিসহ ২৩৩ নির্বাচনে চলছে ভোট গ্রহণ
",রাজনীতি,1,1.0,100.0
20222902,"

নিহত যুবদল নেতা দিলুর বাসায় মোনায়েম মুন্না
",রাজনীতি,1,1.0,100.0
20180094,"

ত্রিশালে নতুন মেয়র হলেন বিএনপিনেতা আমিনুল
",রাজনীতি,1,1.0,100.0
20046580,বিরোধী দলের ঐক্য ভাঙতে পারে নাই সরকার: মান্না,রাজনীতি,1,1.0,100.0
20046579,সরকারের থাবা থেকে নোবেল লরিয়েটেরও রেহাই মিলছে না - রিজভী,রাজনীতি,1,1.0,100.0
20046578,নতুন নির্বাচন দিয়ে জনগণের ভোটাধিকার ফিরিয়ে দিন- নুর,রাজনীতি,1,1.0,100.0
20046576,রাজপথে নেমেছি রাজপথে থাকবো- মঈন খান,রাজনীতি,1,1.0,100.0
20046575,পুলিশি বাধায় মহিলা দলের র‌্যালি পণ্ড,রাজনীতি,1,1.0,100.0
20180072,"

হিটলার, মুসুলিনির পাশে নাম লেখাচ্ছেন নেতানিয়াহু : এরদোগান
",রাজনীতি,1,1.0,100.0
20046573,সাক্কু না সূচনা শেষ হাসি কার?,রাজনীতি,1,1.0,100.0
20179056,"
 	সাংবাদিক ইউনিয়ন বগুড়ার সাধারণ সভায় কাদের গণি চৌধুরী 
বর্তমানে গণমাধ্যমের স্বাধীনতা ততটুকু আছে যতটুকু সরকারের পক্ষে যায়
",রাজনীতি,1,1.0,100.0
20180140,"

সোনারগাঁয়ে নির্বাচনোত্তর সহিংসতায় গুলিবিদ্ধ একজনের মৃত্যু, পুলিশসহ আহত ২০
",রাজনীতি,1,1.0,100.0
20046570,বাংলাদেশের নির্বাচন নিয়ে ইইউ’র চূড়ান্ত মূল্যায়ন,রাজনীতি,1,1.0,100.0
20179075,"
	১২ প্লাটুন বিজিবি মোতায়েন  
উৎসব উৎকণ্ঠার কুসিক নির্বাচন আজ
",রাজনীতি,1,1.0,100.0
20046566,বৃটিশ বাংলাদেশি ফার্স্ট সিটিজেন্স অ্যালায়েন্স-এর আত্মপ্রকাশ ও নতুন কমিটি ঘোষণা,রাজনীতি,1,1.0,100.0
20046565,ময়মনসিংহ ও কুমিল্লা সিটিতে ভোটগ্রহণ শুরু,রাজনীতি,1,1.0,100.0
20046563,ইভিএমে অনেকের আঙুলের ছাপ মিলছে না: ইকরামুল হক,রাজনীতি,1,1.0,100.0
20179099,"

 পণ্য মজুদ করে কৃত্রিম সঙ্কট সৃষ্টি করলে ব্যবস্থা নেয়া হবে : খসরু চৌধুরী
",রাজনীতি,1,1.0,100.0
20046561,"কুমিল্লা সিটি উপনির্বাচনে গোলাগুলি, এজেন্টদের বের করে দেয়ার অভিযোগ",রাজনীতি,1,1.0,100.0
20179100,"

ক্ষমতাসীনরা ২২০ পরিবার সৃষ্টি করে বিদেশে অর্থপাচার করছে : ড. মঈন খান 
",রাজনীতি,1,1.0,100.0
20046559,পাকিস্তানের পার্লামেন্টে প্রেসিডেন্ট নির্বাচনে ভোটগ্রহণ শুরু,রাজনীতি,1,1.0,100.0
20046558,এজেন্টদের কেন্দ্রে ঢুকতে না দেয়ার অভিযোগ সাক্কুর,রাজনীতি,1,1.0,100.0
20161243,"দেশের অর্থনীতি যেখানে থাকার দরকার, সেখানে আছে: অর্থমন্ত্রী",রাজনীতি,1,1.0,100.0
20182146,"

 ব্যবসায়ীদের সিন্ডিকেট ভেঙে জিনিসপত্রের দাম কমান  : মাওলানা জালালুদ্দীন 
",রাজনীতি,1,1.0,100.0
20179143,"

আওয়ামী লীগ সরকার মানেই উন্নয়ন : খাদ্যমন্ত্রী
",রাজনীতি,1,1.0,100.0
