id,title,category1,T5_rank,T5_S_scale,T5_S_score
20046162,সড়ক দুর্ঘটনায় ক্ষতিগ্রস্তদের ৯ কোটি ৪৪ লাখ টাকা সহায়তা : সংসদে মন্ত্রী,রাজনীতি,1,1.0,100.0
20046165,"কারামুক্ত বিএনপি’র মজনু, যুবদলের জাহাঙ্গীর",রাজনীতি,1,1.0,100.0
20161224,"গরিব মানুষ বরই খাবে আর তুমি আঙুর-খেজুর খাবা, তা হবে না: ইনু",রাজনীতি,1,1.0,100.0
20046908,গঙ্গাচড়ায় গৃহবধূর লাশ উদ্ধার,রাজনীতি,1,1.0,100.0
20183593,"

লক্ষ্মীপুরে আল্লামা লুৎফুর রহমানের জানাজায় লক্ষাধিক মানুষ
",রাজনীতি,1,1.0,100.0
20183588,"
বিএফইউজে-ডিইউজের বিক্ষোভ 
গণমাধ্যম বিরোধী সাইবার সিকিউরিটি অ্যাক্ট বাতিল করতে হবে
",রাজনীতি,1,1.0,100.0
20046158,বাংলাদেশের বড় চ্যালেঞ্জ হলো দেশবিরোধী বিএনপি-জামায়াত: আ ফ ম বাহাউদ্দিন নাছিম,রাজনীতি,1,1.0,100.0
20183168,"

শপথ নিলেন শাহবাজ শরিফ
",রাজনীতি,1,1.0,100.0
20046155,ঘুরে দাঁড়াতে পারছে না বিএনপি’র ঢাকার দুই মহানগর,রাজনীতি,1,1.0,100.0
20185029,"

চিকিৎসার জন্য সিঙ্গাপুরে গেছেন মির্জা ফখরুল
",রাজনীতি,1,1.0,100.0
20046153,সমন্বয়হীনতা সিলেট নগরে যানজট প্রকট,রাজনীতি,1,1.0,100.0
20183177,"

বরিশালে জামায়াতের দায়িত্বশীল শিক্ষাশিবির
",রাজনীতি,1,1.0,100.0
20183567,"

 পিছু হটা মানে হেরে যাওয়া নয় : ফারুক
",রাজনীতি,1,1.0,100.0
20046150,"সাক্কুর পথসভায় হামলা, ককটেল বিস্ফোরণ",রাজনীতি,1,1.0,100.0
20183558,"

স্বৈরাচার সরকারের সময় বিএনপি নির্বাচনে অংশ নেবে না : রিজভী
",রাজনীতি,1,1.0,100.0
20183737,"

দেশে অর্ধেকের বেশি নারীর বাল্যবিয়ে হয় : সংসদে প্রতিমন্ত্রী
",রাজনীতি,1,1.0,100.0
20183635,"

নিয়োগকারী কর্তৃপক্ষ আর্থিক ক্ষমতা নিরাপত্তায় আনসার চাইবেন ডিসিরা
",রাজনীতি,1,1.0,100.0
20046185,ক্যাপাসিটি চার্জের নামে লাখ লাখ কোটি টাকা লুটপাট করা হয়েছে- রুহিন হোসেন প্রিন্স,রাজনীতি,1,1.0,100.0
20184153,"

গণতন্ত্রে বিশ্বাসী হলে নিরপেক্ষ নির্বাচনের ঘোষণা দিন, সরকারকে মঈন খান
",রাজনীতি,1,1.0,100.0
20046169,কুমিল্লা সিটির উপনির্বাচনে ত্রিমুখী লড়াই,রাজনীতি,1,1.0,100.0
20184008,"

মেজর হাফিজের জামিন নামঞ্জুর
",রাজনীতি,1,1.0,100.0
20182999,"

সৌদি পররাষ্ট্রমন্ত্রী ও ওআইসি মহাসচিবের সাথে পররাষ্ট্রমন্ত্রীর সাক্ষাৎ
",রাজনীতি,1,1.0,100.0
20184738,"

রোজার আগেই গ্যাস-বিদ্যুৎসহ নিত্যপ্রয়োজনীয় দ্রব্যমূল্য কমানোর আহ্বান জামায়াতের
",রাজনীতি,1,1.0,100.0
