id,title,category1,T5_rank,T5_S_scale,T5_S_score
20191485,"

পাকিস্তানের প্রেসিডেন্ট নির্বাচন : জারদারির বিরুদ্ধে আচাকজাইকে প্রার্থী করলেন ইমরান
",রাজনীতি,1,1.0,100.0
20045832,অগ্নিকাণ্ডের ঘটনায় তদন্ত কমিশন গঠনের আহ্বান জামায়াতের,রাজনীতি,1,1.0,100.0
20045831,সরকার পতনের লড়াই চালিয়ে যাওয়ার আহ্বান মান্নার,রাজনীতি,1,1.0,100.0
20191059,"
হতাহতদের ফ্রি অ্যাম্বুলেন্স সেবা 
বেইলি রোডে অগ্নিকাণ্ডের ঘটনাস্থল পরিদর্শনে জামায়াতের ভারপ্রাপ্ত আমির 
",রাজনীতি,1,1.0,100.0
20191773,"

চান্দিনায় স্বামীকে ভিডিও কলে রেখে গৃহবধূর আত্মহত্যা
",রাজনীতি,1,1.0,100.0
20191766,"

রোববার কায়রোতে ইসরাইল-হামাসের বৈঠক
",রাজনীতি,1,1.0,100.0
20191932,"

১৩০০ ভবন চিহ্নিত করেও ভাঙা সম্ভব হয়নি : শ ম রেজাউল 
",রাজনীতি,1,1.0,100.0
20191428,"

ত্রাণবাহী গাড়ি বহরের কাছে ইসরাইলি হামলার তদন্তের আহ্বান বিশ্ব নেতাদের
",রাজনীতি,1,1.0,100.0
20191922,"

মির্জা ফখরুলের সাথে গণতন্ত্র মঞ্চ ও ১২ দলের বৈঠক
",রাজনীতি,1,1.0,100.0
20191733,"

সব মুক্তিযোদ্ধার কবর একইরকম হবে : মুক্তিযুদ্ধবিষয়ক মন্ত্রী
",রাজনীতি,1,1.0,100.0
20191981,"

শ্রমিক আন্দোলনে সৎ ও দক্ষ নেতৃত্ব অপরিহার্য : শামসুল ইসলাম
",রাজনীতি,1,1.0,100.0
20191991,"

সোমবার পাকিস্তানের নতুন প্রধানমন্ত্রীকে শপথ পড়াবেন রাষ্ট্রপতি
",রাজনীতি,1,1.0,100.0
20190750,"
কালীগঞ্জ সাংবাদিক ইউনিয়ন 
ওমর ফারুক সভাপতি আশরাফুল হক সাধারণ সম্পাদক
",রাজনীতি,1,1.0,100.0
20191626,"

ইসরাইলকে ঐক্যবদ্ধভাবে প্রতিহত করার প্রতিশ্রুতি দিলো হামাস ও ফাতাহ
",রাজনীতি,1,1.0,100.0
20045863,প্রাণ গেল বুয়েট শিক্ষার্থী লামিসার,রাজনীতি,1,1.0,100.0
20045818,অগ্নিকাণ্ডে হতাহতের ঘটনা ‘কাঠামোগত হত্যাকাণ্ড’: গণতন্ত্র মঞ্চ,রাজনীতি,1,1.0,100.0
20045817,বিএনপি নেতারা তাদের বিদেশি প্রভুদের দ্বারে দ্বারে ঘুরে বেড়াচ্ছেন: ওবায়দুল কাদের,রাজনীতি,1,1.0,100.0
20190743,"

মিরসরাই প্রেস ক্লাবের কাশ্মীর আহ্বায়ক আলম সচিব
",রাজনীতি,1,1.0,100.0
20045816,মামা আমাকে বাঁচাও,রাজনীতি,1,1.0,100.0
20045834,চার মাস পর মুক্তি পেলেন বিএনপি নেতা জহির উদ্দিন স্বপন,রাজনীতি,1,1.0,100.0
20047101,প্রধানমন্ত্রী নির্বাচনে মনোনয়নপত্র জমা দিয়েছেন শেহবাজ ও ওমর আইয়ুব,রাজনীতি,1,1.0,100.0
20191262,"

‘সরকার কোনো প্রকার গণশুনারী ছাড়াই অযৌক্তিকভাবে বিদ্যুতের দাম বৃদ্ধি করেছে’
",রাজনীতি,1,1.0,100.0
20191250,"

‘অবস্থাদৃষ্টে মনে হচ্ছে সরকার জ্বালানি খাত থেকেই সব লোকসানের ঝাল মেটাতে চাচ্ছে’
",রাজনীতি,1,1.0,100.0
20190543,"

  তিতাসের কানাইনগরে মুক্তিযোদ্ধা আফাজ উদ্দিনের বাড়িতে দোয়া মাহফিল
",রাজনীতি,1,1.0,100.0
20045872,ঈদযাত্রায় ট্রেন ও বগির সংখ্যা বাড়ানো হবে: রেলমন্ত্রী,রাজনীতি,1,1.0,100.0
20191224,"

লোকসভা নির্বাচনের জন্য বিজেপি যেভাবে প্রার্থী বাছাই করছে
",রাজনীতি,1,1.0,100.0
20045847,সন্তান ও স্বজনদের বাঁচিয়ে মারা গেলেন এশা,রাজনীতি,1,1.0,100.0
20191553,"

‘লোহিত সাগরে নতুন চমক দেখাবে হাউছিরা’
",রাজনীতি,1,1.0,100.0
20188974,"

 ঐক্য সরকার গঠন নিয়ে মস্কোতে হামাস-ফাত্তাহ বৈঠক
",রাজনীতি,1,1.0,100.0
20045845,"রাজশাহী বারের ফলাফল নিয়ে লুকোচুরি, ক্ষুব্ধ বিএনপিপন্থিরা",রাজনীতি,1,1.0,100.0
20045868,রমজানে বিদ্যুৎ ব্যবস্থা স্বাভাবিক রাখতে চসিক’র সাবেক প্রশাসক সুজনের আহ্বান,রাজনীতি,1,1.0,100.0
20045842,"ছাত্রদলের নতুন কমিটি, নেতৃত্বে রাকিব-নাসির",রাজনীতি,1,1.0,100.0
20191419,"

‘বিদ্যুতের দাম বৃদ্ধির মতো গণবিরোধী সিদ্ধান্ত অবিলম্বে প্রত্যাহার করতে হবে’
",রাজনীতি,1,1.0,100.0
20191091,"
জামায়াতের শোক 
কারাবন্দী এটিএম আজহারুল ইসলামের স্ত্রীর ইন্তেকাল
",রাজনীতি,1,1.0,100.0
20191088,"

পাকিস্তান জাতীয় পরিষদের নতুন স্পিকার আয়াজ সাদিক
",রাজনীতি,1,1.0,100.0
20191920,"

১০ সপ্তাহের ভুলের খেসারত আমাকে সারাজীবন দিতে হবে- অধ্যাপক ইউনূস
",রাজনীতি,1,1.0,100.0
20045837,বিল তুলতে গিয়ে লাশ হলেন আসিফ,রাজনীতি,1,1.0,100.0
20047164,যুক্তরাষ্ট্র যাওয়া হলো না আইনজীবী শামীমের,রাজনীতি,1,1.0,100.0
20192039,"

যেকোনো পরিস্থিতি মোকাবেলায় সশস্ত্র বাহিনীকে সক্ষম করে তোলা হচ্ছে : প্রধানমন্ত্রী
",রাজনীতি,1,1.0,100.0
20191699,"

গাজীপুরে অতিরিক্ত মদপানে ২ জনের মৃত্যু
",রাজনীতি,1,1.0,100.0
20192048,"

বিদ্যুৎ-গ্যাসের অযৌক্তিক মূল্যবৃদ্ধির প্রতিবাদে নারায়ণগঞ্জে জামায়াতের বিক্ষোভ
",রাজনীতি,1,1.0,100.0
20191538,"

আফগান মাটি ব্যবহার করে পাকিস্তানে হামলা : টিটিপিকে সতর্কবার্তা তালেবানের
",রাজনীতি,1,1.0,100.0
20046962,জীবনের শেষদিনও পাঠকের হাতে পত্রিকা তুলে দিয়েছেন হেকিম চৌধুরী,রাজনীতি,1,1.0,100.0
20045892,রাজনীতিতে অক্ষয় কুমার ও কঙ্গনা রানাউত,রাজনীতি,1,1.0,100.0
20044945,লন্ডনে সম্পদের কথা স্বীকার করলেন সাবেক ভূমিমন্ত্রী জাভেদ,রাজনীতি,1,1.0,100.0
20046957,সৈয়দপুরে ড্রেনের পানিতে দুর্ভোগে মহল্লাবাসী,রাজনীতি,1,1.0,100.0
20190908,"

 দল পুনর্গঠনের আনুষ্ঠানিক প্রক্রিয়া শুরু করেছে বিএনপি
পর্যায়ক্রমে পুনর্বিন্যাস করা হবে ঢাকা মহানগর যুবদল স্বেচ্ছাসেবক দল শ্রমিকদলসহ সব অঙ্গসংগঠন
",রাজনীতি,1,1.0,100.0
20044942,বিদ্যুৎসহ দ্রব্যমূল্য বৃদ্ধির প্রতিবাদে এবি পার্টির বিক্ষোভ,রাজনীতি,1,1.0,100.0
20190968,"

দ্রব্যমূল্য বৃদ্ধির সাথে আ’লীগের কর্তাব্যক্তিরা জড়িত : কর্নেল অলি
",রাজনীতি,1,1.0,100.0
