id,title,category1,T5_rank,T5_S_scale,T5_S_score
20044852,‘বঙ্গবন্ধুর ৭ই মার্চের ভাষণের কপিরাইট করতে হবে’,রাজনীতি,1,1.0,100.0
20046385,৪ মামলায় জেলা আওয়ামী লীগ নেতাসহ আটক ১১,রাজনীতি,1,1.0,100.0
20046384,কালীগঞ্জে সড়ক ও রেলে ঝরলো দুই প্রাণ,রাজনীতি,1,1.0,100.0
20177254,"

যুদ্ধের প্রস্তুতি জোরদার করার নির্দেশ কিম জং উনের
",রাজনীতি,1,1.0,100.0
20176144,"

কাহালুতে হোটেল ব্যবসায়ীদের জরিমানা
",রাজনীতি,1,1.0,100.0
20176160,"

পীরগঞ্জে অসুস্থ হেফাজত নেতার পাশে জামায়াত 
",রাজনীতি,1,1.0,100.0
20046379,তালতলীতে নিখোঁজের একদিন পর শিশুর লাশ উদ্ধার,রাজনীতি,1,1.0,100.0
20176965,"

যারা ৭ মার্চ পালন করে না তারা স্বাধীনতায় বিশ্বাস করে কিনা সন্দেহ : পররাষ্ট্রমন্ত্রী
",রাজনীতি,1,1.0,100.0
20176191,"

বাগাতিপাড়ায় কৃষিপ্রযুক্তি মেলার উদ্বোধন
",রাজনীতি,1,1.0,100.0
20182529,"

ঐতিহাসিক ৭ মার্চ উপলক্ষে বঙ্গবন্ধুর প্রতি প্রধানমন্ত্রীর শ্রদ্ধা
",রাজনীতি,1,1.0,100.0
20177389,"

রোজার আগেই ফিলিস্তিনে যুদ্ধ বিরতি কার্যকরের আহ্বান জামায়াতের
",রাজনীতি,1,1.0,100.0
20182548,"

বিমান ও মর্টার শেলের শব্দে ফের কাঁপছে সীমান্ত শহর টেকনাফ
",রাজনীতি,1,1.0,100.0
20182570,"

সাম্প্রদায়িক শক্তির হাত থেকে দেশকে রক্ষা করতে হবে : নাছিম 
",রাজনীতি,1,1.0,100.0
20046361,‘পশ্চিমা আধিপত্যের যুগ শেষ’,রাজনীতি,1,1.0,100.0
20046360,দেশে আওয়ামী লীগের স্টাইলে গণতন্ত্র চলছে - নজরুল,রাজনীতি,1,1.0,100.0
20176297,"

ধামরাইয়ে আবারো প্রতিদ্বন্দ্বিতার ঘোষণা সিরাজ উদ্দিনের
",রাজনীতি,1,1.0,100.0
20177375,"

দেশে মানবাধিকার ও ন্যায় বিচার বলতে কিছু নেই : রফিকুল ইসলাম খান
",রাজনীতি,1,1.0,100.0
20177360,"

‘ড. আফিয়া সিদ্দিকীর মুক্তির জন্য সব ধরণের চেষ্টা করবে শাহবাজের সরকার’
",রাজনীতি,1,1.0,100.0
20177276,"

জামালপুরে জীবিত থেকেও মৃত ৩ নারী!
",রাজনীতি,1,1.0,100.0
20192541,"

বাঁশখালীতে সিএনজি অটোরিকশা গ্যারেজে গ্যাস সিলিন্ডার বিস্ফোরণ
রাইস মিলসহ ৫ দোকান ভস্মীভূত, আহত ১২
",রাজনীতি,1,1.0,100.0
20046386,সিলেটে স্বাস্থ্যমন্ত্রীকে সিটি করপোরেশনের সংবর্ধনা,রাজনীতি,1,1.0,100.0
20046350,প্রশাসনিক চাঁদাবাজিতে ডুবতে বসেছে রেস্টুরেন্ট ব্যবসা: এবি পার্টি,রাজনীতি,1,1.0,100.0
