id,title,category1,T5_rank,T5_S_scale,T5_S_score
20186498,"

বিএনপি নেতা হাবিবের সাজা বহাল
",রাজনীতি,1,1.0,100.0
20186126,"

স্বাস্থ্য পরীক্ষার জন্য ইউএই, যুক্তরাজ্যে রওনা হয়েছেন রাষ্ট্রপতি
",রাজনীতি,1,1.0,100.0
20186119,"

সিঙ্গাপুরে স্বাস্থ্য পরীক্ষার জন্য ঢাকা ত্যাগ কাদেরের
",রাজনীতি,1,1.0,100.0
20186320,"

শাহবাজ শরিফ পাকিস্তানের প্রধানমন্ত্রী
",রাজনীতি,1,1.0,100.0
20185363,"

 ইসরাইলি গণহত্যায় সবুজ সঙ্কেত দিয়েছে যুক্তরাষ্ট্র : ইলহান ওমর
",রাজনীতি,1,1.0,100.0
20188632,"

যেকোনো পরিস্থিতি মোকাবেলায় সশস্ত্রবাহিনীকে সক্ষম করে তোলা হচ্ছে : প্রধানমন্ত্রী
",রাজনীতি,1,1.0,100.0
20186092,"

গাজায় অস্ত্রবিরতিতে সম্মতি ইসরাইলের, রাজি হবে কি হামাস?
",রাজনীতি,1,1.0,100.0
20186352,"

৫ দফা দাবিতে শুক্রবার গণসমাবেশ করবে গণঅধিকার পরিষদ
",রাজনীতি,1,1.0,100.0
20045945,পাকুন্দিয়ায় জাতীয় ভোটার দিবস পালন,রাজনীতি,1,1.0,100.0
20045944,মেজর হাফিজ আজ দেশে ফিরছেন,রাজনীতি,1,1.0,100.0
20186526,"

সংরক্ষিত মহিলা আসনের সংসদ সদস্যরা জাতীয় সংসদ দ্বারা নির্বাচিত : স্পিকার
",রাজনীতি,1,1.0,100.0
20045942,বিদ্যুতের মূল্যবৃদ্ধির প্রতিবাদে রাজধানীতে জামায়াতের বিক্ষোভ,রাজনীতি,1,1.0,100.0
20186078,"

শাহবাজ না আইয়ুব : কে হচ্ছেন পাকিস্তানের প্রধানমন্ত্রী
",রাজনীতি,1,1.0,100.0
20186571,"

নাটোরের আদালতে জামিন পেয়েছেন বিএনপি নেতা চাঁদ
",রাজনীতি,1,1.0,100.0
20185922,"

 লুটপাটের জন্য গ্যাস-বিদ্যুতের দাম বাড়ানো হয়েছে : গণতন্ত্র মঞ্চ
",রাজনীতি,1,1.0,100.0
20186752,"

আগামী পাঁচ মাসের মধ্যে নতুন নির্বাচনের দাবি ইসরাইলের বিরোধী দলের
",রাজনীতি,1,1.0,100.0
20045935,সিলেটে প্রতিমন্ত্রীর সংবর্ধনায় ছাত্রলীগ কর্মীদের ভাঙচুর,রাজনীতি,1,1.0,100.0
20045934,যেকোনো পরিস্থিতি মোকাবিলায় সশস্ত্র বাহিনীকে সক্ষম করে তোলা হচ্ছে,রাজনীতি,1,1.0,100.0
20186378,"

আল্লামা লুৎফুর রহমানের ইন্তেকাল
",রাজনীতি,1,1.0,100.0
20045932,দায়ীদের বিরুদ্ধে ব্যবস্থা নেয়ার দাবি সংসদে,রাজনীতি,1,1.0,100.0
20185477,"

বিদ্যুতের মূল্যবৃদ্ধির প্রতিবাদে চাঁদপুরে জামায়াতের বিক্ষোভ
",রাজনীতি,1,1.0,100.0
20185501,"

ভালুকায় বনভূমি দখল করে বিভিন্ন স্থাপনা নির্মাণ
",রাজনীতি,1,1.0,100.0
20186771,"

মালদ্বীপের কাছে নৌ ঘাঁটি স্থাপন করছে ভারত
",রাজনীতি,1,1.0,100.0
20185517,"

আচরণবিধি লঙ্ঘন আমতলীতে মেয়র প্রার্থীসহ পাঁচ সমর্থককে অর্থদণ্ড
",রাজনীতি,1,1.0,100.0
20186562,"

মানিকগঞ্জে মদ্যপানে মামা-ভাগনের মৃত্যু
",রাজনীতি,1,1.0,100.0
20047135,শুক্রবার ঢাকায় গণসমাবেশ করবে গণঅধিকার,রাজনীতি,1,1.0,100.0
20186233,"

গাজায় গণহত্যা বন্ধে ঐক্যবদ্ধ উদ্যোগের আহ্বান পররাষ্ট্রমন্ত্রীর
",রাজনীতি,1,1.0,100.0
20045997,মৌলভীবাজারে মামুনুল হকের মুক্তির দাবিতে মানববন্ধন,রাজনীতি,1,1.0,100.0
20046001,দেশ এখন খাদ্যে স্বয়ংসম্পূর্ণ: কৃষিমন্ত্রী,রাজনীতি,1,1.0,100.0
20045995,সিরাজগঞ্জে বিএনপি’র কারামুক্ত নেতাকর্মীদের সংবর্ধনা,রাজনীতি,1,1.0,100.0
20186252,"

ডিসি সম্মেলন উদ্বোধন করেছেন প্রধানমন্ত্রী
",রাজনীতি,1,1.0,100.0
20045991,গাজীপুরে বিদ্যুতের মূল্যবৃদ্ধির প্রতিবাদে জামায়াতের বিক্ষোভ,রাজনীতি,1,1.0,100.0
