id,title,category1,T5_rank,T5_S_scale,T5_S_score
20044774,‘আওয়ামী লীগ সত্য ও আদর্শের রাজনীতিতে বিশ্বাসী’,রাজনীতি,1,1.0,100.0
20051762,এবার বিজেপির বিচার হবে: মমতা,রাজনীতি,1,1.0,100.0
20051766,গাজা ইস্যুতে বাইডেনের বক্তব্য প্রত্যাখ্যান নেতানিয়াহুর,রাজনীতি,1,1.0,100.0
20051771,পাকিস্তানে ১৯ সদস্যের নতুন মন্ত্রিসভা,রাজনীতি,1,1.0,100.0
20051814,অসাধু ব্যবসায়ীদের বিরুদ্ধে কঠোর অবস্থানে সরকার: পররাষ্ট্রমন্ত্রী,রাজনীতি,1,1.0,100.0
20051819,রমজানের পবিত্রতা রক্ষায় র‌্যালি,রাজনীতি,1,1.0,100.0
20051826,মজুতদার সিন্ডিকেটকে ছাড় দেওয়া হবে না: কৃষিমন্ত্রী,রাজনীতি,1,1.0,100.0
20051827,"ডিইউজে সভাপতি সোহেল-তপু, সম্পাদক আকতার",রাজনীতি,1,1.0,100.0
20051838,কারাগার থেকে মুক্তি পেলেন জামায়াতের আমীর,রাজনীতি,1,1.0,100.0
20051840,"আমি যুবলীগ, আওয়ামী লীগ, ছাত্রলীগ বুঝি না, অপরাধী অপরাধীই: ওবায়দুল কাদের",রাজনীতি,1,1.0,100.0
20051841,রমজানে নিত্যপণ্যের দাম সহনীয় রাখুন: জিএম কাদের,রাজনীতি,1,1.0,100.0
20051842,বড়ই খালি পেটে ভালো নয়: শিল্পমন্ত্রীকে মির্জা আব্বাস,রাজনীতি,1,1.0,100.0
20051843,"জেলে মাটির ফ্লোরে শুয়েছি, অ্যালুমিনিয়ামের গ্লাসে পানি খেতে হয়েছে: মির্জা আব্বাস",রাজনীতি,1,1.0,100.0
20051844,‘নির্বাচন বর্জন’: বিভ্রান্তির দূর করতে ডাকা সংবাদ সম্মেলনে যা বললেন আব্বাস,রাজনীতি,1,1.0,100.0
20051845,গ্রেফতার জুলুম নির্যাতনের কাছে বিএনপি মাথা নত করবে না: দুলু,রাজনীতি,1,1.0,100.0
20051846,পবিত্র রমজানে ৫০ হাজার মানুষকে খাবার দেওয়ার ঘোষণা এবি পার্টির,রাজনীতি,1,1.0,100.0
20051847,"রোজায় বিএনপি যত আন্দোলন করবে, তত জনবিচ্ছিন্ন হবে: ওবায়দুল কাদের",রাজনীতি,1,1.0,100.0
20051849,"বাজার সরকারের নিয়ন্ত্রণে নেই, সিন্ডিকেট শক্তিশালী: জিএম কাদের",রাজনীতি,1,1.0,100.0
20051850,ভোট হয়নিহয়েছে সিলেকশন: সেলিমা রহমান,রাজনীতি,1,1.0,100.0
20051852,‘রমজানেই মামুনুল হককে মুক্তির আশ্বাস দিয়েছেন স্বরাষ্ট্রমন্ত্রী’,রাজনীতি,1,1.0,100.0
20051867,‘অভিনেত্রীর সুন্দর চেহারা দেখে ভোট দিবেন না’,রাজনীতি,1,1.0,100.0
20168723,"

মিরসরাইয়ে রমজানে দ্রব্যমূল্য স্থিতিশীল রাখতে মতবিনিময়
",রাজনীতি,1,1.0,100.0
20051758,ফুলেল শুভেচ্ছায় চিরবিদায়,রাজনীতি,1,1.0,100.0
20168803,"

দ্রব্যমূল্য বৃদ্ধির প্রতিবাদে ঢাবি সাদা দলের মানববন্ধন
",রাজনীতি,1,1.0,100.0
20051756,উপজেলা পরিষদ নির্বাচন: ভোটকেন্দ্র ২৫ মার্চের মধ্যে চূড়ান্তের নির্দেশনা,রাজনীতি,1,1.0,100.0
20051750,পাবনাতেই হবে দ্বিতীয় পরমাণু বিদ্যুৎকেন্দ্র: প্রধানমন্ত্রী,রাজনীতি,1,1.0,100.0
20046809,পণ্যের দাম নিয়ন্ত্রণে সরকার ব্যর্থ হয়েছে: মান্না,রাজনীতি,1,1.0,100.0
20047122,দ্রব্যমূল্যের ঊর্ধ্বগতিতে সংকটে নিম্ন মধ্যবিত্ত শ্রেণি: এবি পার্টি,রাজনীতি,1,1.0,100.0
20047123,"মোবাইল কোর্ট বসিয়ে সাংবাদিককে কারাদণ্ড, সম্পাদক পরিষদের নিন্দা-উদ্বেগ",রাজনীতি,1,1.0,100.0
20047125,রওশন এরশাদের কমিটি ঘোষণার ২দিন পর কো-চেয়ারম্যানের পদত্যাগ,রাজনীতি,1,1.0,100.0
20047126,"ডিইউজে’র সভাপতি পদে সমান ভোট তপু-সোহেলের, সম্পাদক আক্তার",রাজনীতি,1,1.0,100.0
20047137,দ্রব্যমূল্যের কষাঘাতে জর্জরিত মানুষ: চরমোনাই পীর,রাজনীতি,1,1.0,100.0
20047142,শেখ হাসিনা দেশের অসহায় মানুষের ভরসাস্থল: এমপি শাওন,রাজনীতি,1,1.0,100.0
20047189,জনগণের উপর নির্যাতন বন্ধ করতে হবে: খেলাফত মজলিস,রাজনীতি,1,1.0,100.0
20047190,দ্বিতীয় পরমাণু বিদ্যুৎকেন্দ্রও পাবনায়: প্রধানমন্ত্রী,রাজনীতি,1,1.0,100.0
20051654,পর্তুগালের জাতীয় নির্বাচনে ডানপন্থিদের জয়,রাজনীতি,1,1.0,100.0
20051657,"শপথ আজ, পাকিস্তানে মন্ত্রিসভায় থাকছেন যারা",রাজনীতি,1,1.0,100.0
20051669,দেশের যেসব অঞ্চলের মানুষ রোজা শুরু করেছেন,রাজনীতি,1,1.0,100.0
20051720,দেশের যেসব অঞ্চলে রোজা শুরু হচ্ছে আজ,রাজনীতি,1,1.0,100.0
20051725,সদাচরণের কারণেই টিটু আবারও মেয়র,রাজনীতি,1,1.0,100.0
20051726,পুনর্নির্বাচনের দাবি খোকনের প্রত্যাখ্যান মঞ্জুরুলের,রাজনীতি,1,1.0,100.0
20051727,কোস্ট গার্ডকে ত্রিমাত্রিক বাহিনী হিসাবে গড়া হচ্ছে,রাজনীতি,1,1.0,100.0
20051731,সরকারকে বিব্রত করতে বরই নিয়ে অপব্যাখ্যা,রাজনীতি,1,1.0,100.0
20051743,ডিইউজের নির্বাচনে ভোটগ্রহণ চলছে,রাজনীতি,1,1.0,100.0
20051745,গাজায় নৃশংসতা: বিশ্ব সম্প্রদায়ের প্রতি যে আহ্বান সৌদি বাদশাহর,রাজনীতি,1,1.0,100.0
20051747,জাতীয় প্রেসক্লাবে ইহসানুল করিমের জানাজা অনুষ্ঠিত,রাজনীতি,1,1.0,100.0
20051749,বঙ্গবন্ধু সংক্রান্ত গোপন নথি প্রকাশ: প্রধানমন্ত্রীর সঙ্গে এসবি কর্মকর্তাদের সাক্ষাৎ,রাজনীতি,1,1.0,100.0
20051752,ভোট দেখতে বুধবার রাশিয়া যাচ্ছেন সিইসি,রাজনীতি,1,1.0,100.0
20168839,"

 বড়কান্দিতে লুৎফর ও সখিপুরের কাচিকাটায় নুরুল আমিন চেয়ারম্যান নির্বাচিত
",রাজনীতি,1,1.0,100.0
20168840,"

পণ্যের দাম নিয়ন্ত্রণে সরকার ও মন্ত্রীরা ব্যর্থ হয়েছেন : মান্না
",রাজনীতি,1,1.0,100.0
20168844,"

 নেত্রকোনায় দুই ইউপিতে চেয়ারম্যান পদে উপনির্বাচন
",রাজনীতি,1,1.0,100.0
20169690,"

পাকিস্তানে শপথ নিলেন ১৯ মন্ত্রী
",রাজনীতি,1,1.0,100.0
20169709,"

‘অসহায় মানুষের মুখে হাসি ফুটিয়ে আমরা আল্লাহর সন্তুষ্টি অর্জন করতে চাই’
",রাজনীতি,1,1.0,100.0
20169845,"

তেজগাঁওয়ে ৯০০ অসহায় পরিবারের মাঝে জামায়াতের খাদ্যসামগ্রী বিতরণ
",রাজনীতি,1,1.0,100.0
20169852,"

বাংলাদেশ সেনাবাহিনী সেবার মানসিকতা নিয়ে কাজ করে : সেনাপ্রধান
",রাজনীতি,1,1.0,100.0
20169868,"

মুসলিম উম্মাহকে রমজানের শুভেচ্ছা জানিয়ে যা বললেন বাইডেন
",রাজনীতি,1,1.0,100.0
20169900,"

 মাহে রমজানকে স্বাগত জানিয়ে ঢাকা মহানগরী উত্তর শিবিরের র‍্যালি
",রাজনীতি,1,1.0,100.0
20169908,"

জবাবদিহিমূলক সরকারের অভাবে দ্রব্যমূল্য নিয়ন্ত্রনহীন : লেবার পার্টি
",রাজনীতি,1,1.0,100.0
20169912,"

রমজানের পবিত্রতা রক্ষার দাবিতে রাজশাহীতে ছাত্রশিবিরের র‌্যালি
",রাজনীতি,1,1.0,100.0
20169954,"

আদালতের হাজতখানায় কেক কেটে ছাত্রদল নেতার জন্মদিন পালন, ৩ সদস্যের তদন্ত কমিটি গঠন
",রাজনীতি,1,1.0,100.0
20169978,"

মজুতদার ও সিন্ডিকেটের বিরুদ্ধে সরকার কঠোর অবস্থানে রয়েছে : কৃষিমন্ত্রী
",রাজনীতি,1,1.0,100.0
20170048,"

ডিইউজে’র সভাপতি তপু-সোহেল, সম্পাদক আক্তার
",রাজনীতি,1,1.0,100.0
20170049,"

মঙ্গলবারে রোজা রাখবে পাকিস্তান
",রাজনীতি,1,1.0,100.0
20170063,"

বগুড়ায় স্বেচ্ছাসেবক লীগ নেতার বিরুদ্ধে আ’লীগ নেতার সংবাদ সম্মেলন
",রাজনীতি,1,1.0,100.0
20173164,"

পররাষ্ট্রমন্ত্রীর সাথে বেলারুশের পররাষ্ট্র উপমন্ত্রী শেস্তাকভ এবং শ্রীলঙ্কার হাইকমিশনার ভিরাক্কোডির সাক্ষাৎ
",রাজনীতি,1,1.0,100.0
20173264,"

দেশটা এখন বিপদের মধ্যে আছে : মির্জা আব্বাস
",রাজনীতি,1,1.0,100.0
20173321,"

  পাকিস্তানে বিরোধীদলীয় নেতা হতে পারেন ওমর আইয়ুব
",রাজনীতি,1,1.0,100.0
20173325,"

রমজানের আগেই দ্রব্যমূল্য বৃদ্ধি সরকারের চরম ব্যর্থতা : হেফাজত
",রাজনীতি,1,1.0,100.0
20173361,"

 সাংবাদিক ইউনিয়ন বগুড়ার সভাপতি গনেশ সম্পাদক সাঈদ
",রাজনীতি,1,1.0,100.0
20173442,"
জানা-অজানা 
তামা কী কাজে লাগে-২
",রাজনীতি,1,1.0,100.0
20173478,"

ইউরোপে শান্তির দিন শেষ : পোল্যান্ড 
",রাজনীতি,1,1.0,100.0
20173509,"

প্রশ্নোত্তর
",রাজনীতি,1,1.0,100.0
20169684,"

শহীদেরা ইসলামী আন্দোলনের অনুপ্রেরণা-অধ্যাপক মুজিবুর রহমান
",রাজনীতি,1,1.0,100.0
20169680,"

জামায়াতের আমির ডা. শফিকুর রহমান কারামুক্ত
",রাজনীতি,1,1.0,100.0
20169648,"

‘ইসলামী রাষ্ট্র প্রতিষ্ঠা ছাড়া সকল ক্ষেত্রে ইসলামের প্রতিটি নির্দেশনা সঠিকভাবে পালন করা সম্ভব হয় না’
",রাজনীতি,1,1.0,100.0
20169642,"

ঐক্য সরকার গঠনে একমত লিবিয়ার প্রধান তিন নেতা
",রাজনীতি,1,1.0,100.0
20168852,"
টগড়া-চরখালী ফেরিকে জাহাজের ধাক্কা  
পিরোজপুরে ১১ রুটে বাস চলাচল বন্ধ
",রাজনীতি,1,1.0,100.0
20168853,"
তথ্য চাওয়ায় কারাগারে পাঠানো 
নকলার সাংবাদিক শফিউজ্জামান রানাকে সাজা দেয়ার প্রদিবাদ
",রাজনীতি,1,1.0,100.0
20168865,"

 পিরোজপুর জেলা বিএনপির আহ্বায়ক আলমগীর হোসেন গ্রেফতার
",রাজনীতি,1,1.0,100.0
20168883,"

চুয়াডাঙ্গায় শংকরচন্দ্র ইউপি নির্বাচনে চশমা ও মাখালডাঙ্গায় ঘোড়া বিজয়ী
",রাজনীতি,1,1.0,100.0
20168898,"
রেফায়েতপুর ইউনিয়ন পরিষদ উপ-নির্বাচন 
সমান ভোট পাওয়ায় লটারির মাধ্যমে ফলাফল ঘোষণা পরাজিতের প্রত্যাখ্যান
",রাজনীতি,1,1.0,100.0
20168992,"
অগ্নিঝরা মার্চ 
‘আপসের কোনো পথ খোলা নাই’
",রাজনীতি,1,1.0,100.0
20169020,"

রমজানকে সাংগঠনিক মাস হিসেবে নেয়ার নির্দেশনা বিএনপির
",রাজনীতি,1,1.0,100.0
20169065,"

কোস্টগার্ডকে ত্রিমাত্রিক বাহিনী হিসেবে গড়ে তুলছে সরকার : প্রধানমন্ত্রী
",রাজনীতি,1,1.0,100.0
20169126,"

প্রধানমন্ত্রীর প্রেস সচিব ইহসানুল করিমের ইন্তেকাল 
",রাজনীতি,1,1.0,100.0
20169133,"
নির্বাচনী সহিংসতা 
দুই জেলায় আহত ২৭ জন
",রাজনীতি,1,1.0,100.0
20046803,দৌলতপুরে লটারিতে চেয়ারম্যান নির্বাচন,রাজনীতি,1,1.0,100.0
20169152,"

 নারীর রাজনৈতিক নেতৃত্ব বিকাশে প্রয়োজন অর্থনৈতিক ক্ষমতায়ন
ডেমোক্র্যাসি ইন্টারন্যাশনালের আলোচনায় বক্তারা
",রাজনীতি,1,1.0,100.0
20169190,"

  পেশাদার সাংবাদিকদের সুরক্ষার জন্য আইন দরকার : তথ্য প্রতিমন্ত্রী
",রাজনীতি,1,1.0,100.0
20169217,"

২২ ইউপিতে সাধারণ নির্বাচন ২৮ এপ্রিল
",রাজনীতি,1,1.0,100.0
20169221,"

রাজধানীসহ দেশের বিভিন্ন স্থানে জামায়াতের বিক্ষোভ 
দ্রব্যমূল্য নিয়ন্ত্রণ ও রমজানের পবিত্রতা রক্ষার দাবি 
",রাজনীতি,1,1.0,100.0
20169228,"

 মধ্যবর্তী নির্বাচন কি মামাবাড়ির আবদার : ওবায়দুল কাদের
",রাজনীতি,1,1.0,100.0
20169435,"

‘গাজার সর্বত্র ক্ষুধা’, অবিলম্বে যুদ্ধবিরতির আহ্বান
",রাজনীতি,1,1.0,100.0
20169459,"

গাজায় ‘জঘন্য অপরাধ’ বন্ধের আহ্বান সৌদি বাদশাহ’র
",রাজনীতি,1,1.0,100.0
20169464,"

লালমনিরহাটে স্বেচ্ছাসেবক দল নেতার লাশ উদ্ধার
",রাজনীতি,1,1.0,100.0
20169480,"

আ’লীগ নেতারা বিএনপিকে নিয়ে আতঙ্কিত : সেলিমা রহমান
",রাজনীতি,1,1.0,100.0
20169584,"

আরাকান আর্মির তাড়া খেয়ে বাংলাদেশে আশ্রয় নিলো ২৯ বিজিপি সদস্য
",রাজনীতি,1,1.0,100.0
20169615,"

মিথ্যা অজুহাতে রুহুল কুদ্দুস কাজলকে গ্রেফতার করা হয়েছে : রিজভী
",রাজনীতি,1,1.0,100.0
20169171,"

পদ্মায় স্পিডবোট দুর্ঘটনায় নিহত ১, ম্যাজিস্ট্রেটসহ আহত ৮
",রাজনীতি,1,1.0,100.0
20046789,দেশে ৯টি প্রদেশ গঠনসহ বিভিন্ন দাবিতে সমাবেশ,রাজনীতি,1,1.0,100.0
20222925,"

ন্যায় ও ইনসাফ ভিত্তিক সমাজ প্রতিষ্ঠা করতে হবে : শামসুল ইসলাম
",রাজনীতি,1,1.0,100.0
20046770,বকশীগঞ্জ ও ত্রিশালে পৌর মেয়র হলেন বিএনপি’র বহিষ্কৃত দুই নেতা,রাজনীতি,1,1.0,100.0
20046708,কারামুক্ত হলেন জামায়াতের আমীর শফিকুর রহমান,রাজনীতি,1,1.0,100.0
20046716,আন্দোলন চলবে: মির্জা আব্বাস,রাজনীতি,1,1.0,100.0
20046743,পণ্যের মূল্যবৃদ্ধিতে জনজীবনে অন্ধকার নেমে এসেছে: ফখরুল,রাজনীতি,1,1.0,100.0
20046742,মধ্যবর্তী নির্বাচন কি মামাবাড়ির আবদার: কাদের,রাজনীতি,1,1.0,100.0
20046774,বিশ্বজয়ী হাফেজ বশীর আহমেদকে সংবর্ধনা দিলেন ব্যারিস্টার সুমন,রাজনীতি,1,1.0,100.0
20046709,রমজানে কর্মসূচি পালন করলে জনবিচ্ছিন্ন হবে বিএনপি: ওবায়দুল কাদের,রাজনীতি,1,1.0,100.0
20046714,চিকিৎসার জন্য বিদেশ যাবেন মির্জা আব্বাস,রাজনীতি,1,1.0,100.0
20046771,জেলা পরিষদ চেয়ারম্যান নির্বাচিত হয়ে পরিকল্পনার কথা জানালেন এমপি পত্নী,রাজনীতি,1,1.0,100.0
20044797,"ভোট হয়নি, হয়েছে সিলেকশন: সেলিমা রহমান",রাজনীতি,1,1.0,100.0
20046738,প্রধানমন্ত্রীর প্রেস সচিব ইহসানুল করিমের ইন্তেকাল,রাজনীতি,1,1.0,100.0
20044775,জগন্নাথপুরে মসজিদের জায়গা নিয়ে দু’পক্ষের সংঘর্ষে আহত ২৫,রাজনীতি,1,1.0,100.0
20046751,মেহেরপুরের সাবেক এমপি অরুণসহ ৮ নেতাকর্মী কারাগারে,রাজনীতি,1,1.0,100.0
20046706,গুম-খুন হওয়া নেতাদের পরিবারের পাশে বিএনপি নেতা আমিনুল,রাজনীতি,1,1.0,100.0
20046773,"সভাপতিসহ ৪ পদে বিএনপি, সম্পাদকসহ ১০ পদে আওয়ামী লীগ জয়ী",রাজনীতি,1,1.0,100.0
20046775,সুপ্রিম কোর্ট বারে ফলাফল জালিয়াতি করা হয়েছে: রিজভী,রাজনীতি,1,1.0,100.0
20044801,সুপ্রিমকোর্ট বার নির্বাচনে আইনজীবীদের ভোটের প্রতিফলন ঘটেনি: রিজভী,রাজনীতি,1,1.0,100.0
20046752,জেইউবি’র সভাপতি গণেশ সম্পাদক সাঈদ,রাজনীতি,1,1.0,100.0
20046705,রমজান উপলক্ষে মির্জা ফখরুলের শুভেচ্ছা,রাজনীতি,1,1.0,100.0
20046765,পার্বতীপুরে সাংবাদিক রানা’র মুক্তির দাবিতে মানববন্ধন,রাজনীতি,1,1.0,100.0
20046746,প্রেমিককে বেঁধে আওয়ামী লীগ নেতার নেতৃত্বে গণধর্ষণ,রাজনীতি,1,1.0,100.0
20046732,চাঁদপুরের ৪০ গ্রামে রোজা শুরু,রাজনীতি,1,1.0,100.0
20044779,"লক্ষ্মীপুরে সাবেক এমপি আবুল খায়ের কারাগারে, প্রতিবাদে বিক্ষোভ",রাজনীতি,1,1.0,100.0
20046711,লালমনিরহাটে স্বেচ্ছাসেবক দল নেতার মরদেহ উদ্ধার,রাজনীতি,1,1.0,100.0
20046745,দ্রব্যমূল্য নিয়ন্ত্রণের দাবিতে রাজধানীতে জামায়াতের বিক্ষোভ,রাজনীতি,1,1.0,100.0
20046756,গাইবান্ধায় সাঁওতালদের বিক্ষোভ সমাবেশ,রাজনীতি,1,1.0,100.0
20046757,"মহেশপুর প্রেস ক্লাব সভাপতি সরোয়ার, সম্পাদক জিয়া",রাজনীতি,1,1.0,100.0
20168715,"

সীমান্তে গ্রেনেড বিস্ফোরণে আহত কৃষকের মৃত্যু
",অর্থনীতি,2,0.875,87.5
20168719,"

 ঝিকরগাছায় ৫ স্থানে আগুন আতঙ্কে মানুষ
",অর্থনীতি,2,0.875,87.5
20173333,"

 বাজারে লেবুর দাম বেড়ে যাওয়ার কারণ ব্যাখ্যা বাণিজ্যপ্রতিমন্ত্রীর
",অর্থনীতি,2,0.875,87.5
20168746,"

লবণ উৎপাদনে লক্ষ্যমাত্রা ছাড়িয়ে যাওয়ার আশা
",অর্থনীতি,2,0.875,87.5
